Mean(z_rock_height),species_cat_01
1.86509668,Other Species
3.552730309,Other Species
0.6,Other Species
3.71,Other Species
2.25011,Focus Species
-0.040016054,Other Species
2.560896913,Focus Species
1.38,Focus Species
3.05003361,Other Species
3.438321332,Focus Species
2.033315185,Other Species
2.799497765,Focus Species
0.505,Focus Species
0.5195,Other Species
1.32722962,Other Species
2.441976468,Focus Species
1.413380529,Other Species
0.135,Other Species
1.39028992,Other Species
1.01961576,Other Species
-0.1256538,Focus Species
0.761,Focus Species
3.972551413,Focus Species
3.061721488,Focus Species
1.88727668,Focus Species
0.326470999,Other Species
0.200129,Other Species
1.87503,Focus Species
1.355,Other Species
3.094322835,Focus Species
1.91368,Focus Species
1.43025234,Focus Species
3.789327574,Focus Species
2.0449042,Focus Species
2.61667,Focus Species
1.52481,Focus Species
3.990403208,Other Species
3.142516345,Other Species
0.919923015,Other Species
2.38732,Other Species
3.232055749,Other Species
2.48547,Other Species
1.31959,Focus Species
0.55,Other Species
1.03,Other Species
1.90673672,Focus Species
3.359999998,Other Species
2.89667,Other Species
1.358869853,Other Species
2.05637,Focus Species
1.42,Focus Species
2.419774474,Focus Species
1.27,Other Species
0.392441967,Focus Species
1.860000001,Focus Species
3.623712844,Other Species
3.466977503,Focus Species
1.462216209,Other Species
1.1139251,Focus Species
2.859909322,Focus Species
2.570238445,Focus Species
-0.1535171,Other Species
2.71013,Focus Species
3.69,Other Species
3.313093542,Other Species
1.831977886,Other Species
2.426431886,Other Species
2.609780964,Other Species
0.2401118,Other Species
1.87221479,Focus Species
1.54540856,Other Species
2.850166251,Focus Species
-0.1625446,Other Species
0.6214837,Other Species
0.70993224,Other Species
3.460086124,Focus Species
1.06,Other Species
0.135,Other Species
1.30449716,Other Species
0.25,Other Species
0.99025,Other Species
1.145575714,Other Species
2.93667,Focus Species
3.820054538,Focus Species
1.547571726,Other Species
1.39398388,Other Species
0.3732553,Other Species
2.807826119,Other Species
4.114224199,Focus Species
3.910000004,Focus Species
2.102487773,Focus Species
2.613881391,Focus Species
1.35506,Other Species
0.4672,Focus Species
1.80984521,Other Species
1.44744,Focus Species
0.645,Other Species
2.090702269,Other Species
1.149999999,Other Species
1.08502,Focus Species
3.392327074,Other Species
3.230164829,Other Species
1.984227847,Focus Species
1.17003,Other Species
2.930017054,Focus Species
0.7370476,Other Species
2.160000001,Focus Species
2.360000001,Focus Species
3.215091757,Other Species
1.641233162,Other Species
3.559261206,Focus Species
1.018136998,Other Species
0.535297479,Focus Species
2.940384083,Focus Species
2.736048153,Focus Species
2.169985568,Focus Species
0.84715,Other Species
0.76,Other Species
3.401871957,Focus Species
1.0959,Focus Species
0.8314068,Focus Species
1.109647776,Other Species
0.0044,Focus Species
1.2384426,Other Species
2.27312,Focus Species
0.3225,Other Species
1.52016591,Other Species
3.47,Other Species
1.361496558,Other Species
2.206042614,Focus Species
2.81668,Other Species
2.14523202,Other Species
3.962041296,Other Species
0.620000001,Other Species
3.438321332,Other Species
1.66,Other Species
1.198749515,Other Species
2.44667,Focus Species
0.76,Other Species
2.8025,Focus Species
2.45572687,Other Species
3.734502677,Other Species
-0.784974144,Other Species
2.730000002,Focus Species
0.99982425,Focus Species
2.830846008,Focus Species
0.4712872,Focus Species
3.758675887,Focus Species
2.443139212,Focus Species
3.156199573,Focus Species
3.620000001,Other Species
0.2747,Other Species
1.14889731,Focus Species
0.6367,Focus Species
0.6053,Other Species
1.29063,Focus Species
2.0651896,Other Species
0.36,Other Species
0.471,Other Species
0.8253147,Focus Species
2.129999999,Focus Species
1.45581166,Other Species
2.630000002,Focus Species
2.02535689,Other Species
0.86148955,Other Species
-0.0010165,Focus Species
1.36021257,Focus Species
3.73374842,Focus Species
1.55417029,Other Species
1.87221867,Other Species
1.62,Other Species
2.61265,Other Species
3.479999999,Focus Species
2.206025957,Other Species
1.7503366,Other Species
1.91,Focus Species
2.976550864,Focus Species
3.516792016,Focus Species
1.54555322,Other Species
3.292380525,Other Species
3.456442471,Other Species
0.645,Other Species
1.319824608,Other Species
2.33548749,Focus Species
1.93,Other Species
1.879914901,Focus Species
4.343892345,Other Species
3.391457642,Focus Species
3.24161,Other Species
1.519958,Other Species
2.57667,Other Species
1.66023592,Other Species
3.309539569,Focus Species
1.555,Focus Species
1.7951168,Other Species
2.969758482,Other Species
1.18498,Focus Species
1.19977,Other Species
0.5728939,Other Species
2.119995204,Focus Species
1.06,Focus Species
2.67667,Other Species
2.39792283,Other Species
1.30521165,Other Species
2.27,Other Species
0.5943989,Other Species
3.534355122,Focus Species
1.73168,Focus Species
2.667846824,Focus Species
2.83667,Focus Species
1.13667,Other Species
0.66,Other Species
0.8925,Other Species
2.00732404,Other Species
2.80254665,Other Species
1.27999819,Other Species
3.822389416,Other Species
0.535297479,Focus Species
3.97,Other Species
1.724227387,Focus Species
1.13667,Focus Species
1.199759484,Other Species
-0.04,Other Species
0.1901718,Other Species
0.91139,Other Species
0.989614539,Other Species
0.6259555,Other Species
1.75667,Other Species
1.539653,Other Species
3.660873421,Other Species
2.986674327,Other Species
3.690677958,Other Species
0.3599795,Other Species
2.61667,Focus Species
1.2377974,Other Species
1.865144342,Other Species
0.93371,Other Species
1.034674605,Other Species
2.099999998,Other Species
1.918258646,Other Species
1.961909186,Focus Species
2.09503832,Other Species
0.749999997,Other Species
0.91,Other Species
2.766819227,Other Species
1.73284,Focus Species
3.433165136,Focus Species
0.8669,Focus Species
1.34431218,Other Species
1.927782289,Other Species
0.4626207,Focus Species
0.5053,Focus Species
2.479541438,Focus Species
0.3567,Focus Species
2.16,Focus Species
1.67101,Focus Species
1.13939791,Other Species
0.4398,Other Species
2.147978392,Focus Species
1.369789676,Other Species
1.58,Other Species
-0.3853689,Other Species
2.27168,Focus Species
1.79,Other Species
1.7023,Other Species
1.840000001,Other Species
0.7982996,Other Species
1.75667,Other Species
1.744535574,Other Species
1.405438699,Focus Species
2.21752362,Focus Species
1.615054409,Focus Species
2.05988476,Other Species
0.205,Other Species
2.75,Other Species
2.26588511,Other Species
1.32495476,Other Species
1.970000005,Other Species
3.565025286,Other Species
2.662288776,Focus Species
2.836325165,Focus Species
1.05,Focus Species
2.21182927,Other Species
0.735385,Other Species
0.669999997,Focus Species
0.7502,Other Species
2.014806158,Focus Species
2.879979295,Other Species
3.067117802,Focus Species
1.97756,Focus Species
3.400000001,Other Species
3.299926912,Other Species
2.27257,Focus Species
2.814247984,Other Species
3.17667,Other Species
3.756620935,Focus Species
1.657648813,Other Species
2.32794869,Other Species
3.010362672,Focus Species
0.28,Focus Species
0.96490318,Other Species
3.1266,Focus Species
0.95523,Other Species
1.82161139,Other Species
1.41299,Other Species
3.24295,Other Species
3.570000794,Other Species
2.211090821,Focus Species
2.098055745,Focus Species
3.725589416,Focus Species
2.646341231,Focus Species
0.959886616,Other Species
0.37,Other Species
2.23,Other Species
2.10980749,Other Species
3.27410479,Other Species
2.815037435,Focus Species
0.98641028,Other Species
2.80081,Focus Species
1.75,Focus Species
0.7601084,Other Species
2.02531925,Focus Species
1.364081634,Focus Species
0.95523,Other Species
0.4813276,Other Species
1.917016675,Focus Species
1.95970912,Other Species
2.426431886,Focus Species
2.672754331,Focus Species
3.29666,Other Species
4.194952265,Other Species
2.82445,Focus Species
0.8219458,Other Species
1.16131918,Other Species
2.115,Other Species
3.350376185,Focus Species
2.18647,Focus Species
2.305710557,Focus Species
3.696251103,Other Species
1.22766,Focus Species
1.79485,Other Species
3.906077983,Other Species
2.80254665,Other Species
3.37811112,Other Species
3.67,Other Species
2.68,Focus Species
1.93489654,Other Species
3.230889278,Focus Species
-0.2972634,Other Species
1.990000001,Other Species
0.057,Focus Species
0.91328,Other Species
3.301257014,Focus Species
2.098167451,Focus Species
0.21,Other Species
2.016705689,Other Species
1.72,Other Species
0.3725924,Other Species
2.359612876,Focus Species
0.8372085,Other Species
2.070267507,Focus Species
0.98025,Other Species
1.40935275,Other Species
3.750110953,Other Species
2.89667,Focus Species
2.142296273,Other Species
1.03978,Other Species
3.1825,Focus Species
1.91,Focus Species
0.893379829,Focus Species
2.26667,Focus Species
2.05005,Focus Species
1.015236754,Other Species
1.82336367,Other Species
1.48002,Other Species
1.1725,Other Species
3.263816505,Focus Species
0.0985,Other Species
4.009999998,Other Species
1.39498,Other Species
0.7794997,Focus Species
0.2527,Other Species
0.7950716,Focus Species
3.202500001,Focus Species
2.92630857,Focus Species
2.179999999,Focus Species
1.102100402,Other Species
3.828262196,Focus Species
3.203490066,Focus Species
1.37911,Focus Species
3.629999999,Focus Species
2.2160733,Other Species
1.01213,Focus Species
2.840000001,Other Species
0.51,Other Species
0.829999999,Other Species
2.964876153,Focus Species
2.50520975,Other Species
2.42667,Focus Species
3.12684,Focus Species
3.32,Other Species
-0.3662638,Other Species
2.456634466,Focus Species
1.832347791,Focus Species
1.46982479,Other Species
2.940384083,Focus Species
2.52668741,Other Species
0.88249,Focus Species
3.781143838,Other Species
1.29063,Focus Species
3.376165117,Focus Species
3.672515658,Other Species
2.01253679,Other Species
1.671660206,Other Species
2.786043642,Focus Species
2.789598371,Focus Species
1.2,Other Species
0.91993582,Other Species
1.42029976,Other Species
1.26553,Focus Species
1.829273736,Other Species
0.44,Other Species
2.809223687,Focus Species
1.34431218,Other Species
2.454166429,Focus Species
2.126631996,Focus Species
1.11753471,Focus Species
1.60667,Focus Species
1.36744,Focus Species
1.35667,Focus Species
1.24584014,Other Species
-0.2660852,Other Species
1.083005884,Other Species
1.80998351,Other Species
1.09,Other Species
2.330156773,Focus Species
1.218611677,Other Species
1.41,Other Species
3.991697186,Other Species
1.83296674,Other Species
3.242970836,Focus Species
1.16167,Other Species
1.65253992,Other Species
1.80012883,Focus Species
3.249714987,Other Species
0.83,Other Species
3.46865,Other Species
2.277624575,Focus Species
1.54223847,Focus Species
2.619999999,Other Species
1.38020084,Other Species
2.3,Focus Species
2.194822231,Other Species
2.070000002,Other Species
1.89010937,Focus Species
-0.3168,Other Species
2.83701,Focus Species
1.68999334,Other Species
2.924135717,Other Species
1.3233,Other Species
4.020000001,Other Species
3.085853135,Focus Species
1.75668,Focus Species
2.828389428,Focus Species
-0.312874,Other Species
2.929789626,Other Species
3.303762847,Focus Species
1.199759484,Focus Species
1.82940498,Other Species
1.63,Focus Species
1.29555203,Other Species
1.99787,Focus Species
2.50520975,Other Species
1.46857013,Other Species
1.855684243,Other Species
2.37654,Focus Species
2.11686929,Focus Species
1.899999998,Other Species
2.339979416,Focus Species
4.260000004,Other Species
3.400785355,Other Species
4.120462843,Focus Species
3.409999996,Other Species
0.8219178,Other Species
2.22667,Focus Species
0.295,Focus Species
1.79770312,Other Species
2.590020615,Focus Species
2.47,Focus Species
3.172059436,Focus Species
1.76498,Other Species
2.036585829,Focus Species
1.01539,Other Species
3.22287,Other Species
1.13,Other Species
1.68299071,Other Species
1.535,Focus Species
1.5,Other Species
3.08665,Focus Species
1.68736155,Other Species
1.30412,Focus Species
2.383442837,Focus Species
2.871239235,Focus Species
1.65993051,Focus Species
0.6548,Other Species
2.147901456,Focus Species
0.93048105,Other Species
1.33891214,Focus Species
2.60667,Focus Species
1.53339,Focus Species
2.41272826,Other Species
2.65667,Other Species
1.93,Other Species
3.175269329,Focus Species
1.5,Focus Species
2.206042614,Focus Species
2.279999997,Other Species
1.67833,Focus Species
1.982015879,Focus Species
3.842795525,Focus Species
-0.0861838,Other Species
3.762745054,Other Species
2.14667,Focus Species
2.53,Focus Species
2.969170422,Focus Species
1.56122036,Other Species
3.03733,Focus Species
1.825695397,Focus Species
2.67640629,Other Species
0.961599995,Other Species
1.96655,Other Species
3.32,Other Species
1.92804,Focus Species
1.74,Other Species
1.13834,Other Species
2.50654,Focus Species
1.18,Focus Species
2.629698213,Focus Species
1.964154187,Focus Species
3.355881878,Other Species
1.382499999,Focus Species
2.941433111,Focus Species
0.955,Focus Species
0.9418,Focus Species
3.670151049,Other Species
3.599999998,Other Species
2.24526317,Other Species
3.142886561,Focus Species
0.165,Other Species
3.601162344,Focus Species
2.09164,Focus Species
2.21752362,Focus Species
1.35976,Focus Species
1.73531714,Other Species
1.60236028,Other Species
2.63462,Other Species
3.7,Other Species
1.66834,Focus Species
2.565,Other Species
3.092364288,Focus Species
0.7092139,Other Species
2.25667,Focus Species
3.349999999,Focus Species
1.724046921,Other Species
0.87,Other Species
2.51226,Other Species
2.91877151,Other Species
3.349999999,Other Species
3.208252294,Focus Species
2.381769062,Other Species
3.98416308,Other Species
1.45489822,Other Species
2.79669,Focus Species
3.789327574,Focus Species
2.27982193,Focus Species
3.402156694,Other Species
0.756317656,Focus Species
3.855058696,Other Species
1.66012447,Other Species
3.0722706,Focus Species
1.13667,Focus Species
1.27270692,Other Species
1.79041,Focus Species
3.125655736,Focus Species
1.665843769,Other Species
0.90678593,Other Species
1.25006439,Other Species
3.281707586,Other Species
2.807826119,Focus Species
2.08,Other Species
2.901334722,Other Species
2.499999998,Other Species
1.3407,Focus Species
1.94260527,Other Species
0.805105,Other Species
2.92168,Other Species
0.8791038,Other Species
3.759683452,Focus Species
1.32165193,Other Species
2.8928,Other Species
1.68491,Other Species
1.74321846,Other Species
0.832317495,Other Species
2.894056542,Other Species
1.98,Focus Species
2.65087,Other Species
1.355,Focus Species
2.480087065,Focus Species
1.29207248,Other Species
1.747836836,Focus Species
1.36917303,Focus Species
3.337334648,Other Species
1.39,Other Species
1.94392804,Other Species
3.420176702,Other Species
3.36649699,Focus Species
1.92667,Other Species
1.13667,Other Species
3.623404484,Focus Species
2.21,Focus Species
-0.3178893,Other Species
2.912064961,Other Species
2.19014449,Other Species
2.2065316,Other Species
1.023153352,Focus Species
3.180000001,Other Species
1.36199158,Other Species
2.19515167,Other Species
3.257702966,Focus Species
0.7859,Other Species
1.3258,Other Species
2.232288855,Focus Species
1.94242362,Focus Species
1.064637797,Other Species
1.09,Other Species
3.552730309,Focus Species
2.75651,Other Species
3.656136158,Other Species
1.13228489,Other Species
2.260272441,Focus Species
2.178880901,Focus Species
2.311904243,Focus Species
1.65524,Other Species
2.000000005,Focus Species
2.57667,Focus Species
1.72667,Focus Species
2.64012,Focus Species
2.327029521,Focus Species
3.3,Other Species
2.31545485,Other Species
3.166842481,Other Species
1.19842,Focus Species
1.215,Other Species
2.19598157,Focus Species
2.5,Focus Species
1.95,Other Species
2.730000002,Focus Species
1.01200912,Other Species
1.27956073,Other Species
1.938521644,Focus Species
0.800000001,Other Species
2.479541438,Focus Species
0.649,Focus Species
1.179999999,Other Species
2.24179965,Other Species
0.7794997,Focus Species
2.95878,Other Species
3.820000004,Other Species
2.63889,Focus Species
0.5880057,Focus Species
1.33786029,Other Species
1.02736058,Other Species
3.418687323,Other Species
0.8066416,Other Species
3.14,Focus Species
2.88204,Other Species
0.665,Focus Species
2.778401638,Focus Species
0.6367,Other Species
0.96489,Other Species
1.252202022,Other Species
1.509999999,Other Species
2.06,Other Species
1.24152251,Other Species
2.25011,Focus Species
1.38667,Other Species
1.335,Other Species
1.04385051,Other Species
3.267712638,Focus Species
0.69,Other Species
0.88966093,Other Species
1.82506103,Other Species
1.225248464,Other Species
2.27166,Focus Species
1.789999999,Other Species
0.549999999,Other Species
3.29,Other Species
0.2721,Other Species
0.2,Focus Species
3.282092235,Other Species
3.344505611,Focus Species
1.39496,Other Species
2.16043,Focus Species
2.75,Focus Species
1.92007,Other Species
-0.105,Other Species
2.37667,Focus Species
1.47,Other Species
0.655906,Other Species
1.13939791,Other Species
1.16813432,Other Species
3.524928293,Focus Species
1.19933779,Other Species
1.71737807,Other Species
0.932351581,Other Species
2.254026297,Focus Species
3.704447639,Other Species
1.39135,Focus Species
1.18905459,Other Species
0.68,Focus Species
1.90302,Focus Species
1.43592,Focus Species
1.82339808,Other Species
2.722017307,Other Species
0.79,Focus Species
2.380145207,Other Species
1.146409158,Other Species
1.65,Other Species
2.74,Other Species
2.004799976,Focus Species
3.290028792,Focus Species
2.318409136,Other Species
1.66834,Focus Species
0.91328,Other Species
0.709951298,Focus Species
-0.2344696,Other Species
0.398,Other Species
2.339030114,Focus Species
2.990000001,Other Species
1.16167,Focus Species
3.240080628,Focus Species
0.95776492,Other Species
3.362486063,Other Species
1.58667,Focus Species
0.63,Other Species
1.13834,Focus Species
2.191728522,Focus Species
2.893918418,Other Species
3.032404789,Other Species
2.216702646,Focus Species
3.659037343,Other Species
3.852327837,Other Species
0.420000001,Focus Species
1.56252932,Focus Species
1.69,Focus Species
1.29612255,Other Species
2.44667,Other Species
2.86467,Other Species
2.39344,Other Species
2.49489702,Other Species
2.03472677,Other Species
0.92,Other Species
2.829935129,Focus Species
3.480000001,Other Species
1.09,Other Species
2.56667,Focus Species
3.235242372,Focus Species
1.52484,Other Species
2.27166,Focus Species
2.27168,Focus Species
-0.2710365,Focus Species
2.299880499,Focus Species
2.11270093,Other Species
1.739999999,Other Species
1.90253343,Other Species
3.828262196,Other Species
1.07294445,Other Species
0.93047577,Other Species
1.6675241,Other Species
3.342499999,Focus Species
3.07144101,Other Species
1.93,Focus Species
1.38996,Other Species
1.8399959,Other Species
2.039514376,Other Species
-0.1657725,Other Species
2.91832,Focus Species
2.609999996,Focus Species
1.692844706,Other Species
1.056870902,Other Species
2.36900534,Focus Species
1.92946,Focus Species
2.048911802,Focus Species
1.43,Focus Species
0.912337303,Other Species
3.1700835,Other Species
3.638480684,Other Species
1.580000001,Other Species
3.390072429,Other Species
0.70994694,Other Species
3.09667,Focus Species
1.5591,Other Species
0.894197671,Other Species
1.93761921,Other Species
0.811217458,Other Species
2.216823051,Focus Species
0.95811,Other Species
3.547735361,Focus Species
2.609999996,Focus Species
0.99054546,Focus Species
1.22241647,Other Species
0.92734788,Other Species
0.162,Other Species
1.095,Focus Species
1.985,Focus Species
1.01213,Focus Species
1.29011,Other Species
-0.1931514,Other Species
2.44667,Focus Species
1.990983453,Other Species
1.92999,Other Species
0.802264037,Other Species
1.13834,Focus Species
1.77025,Other Species
3.270245517,Other Species
3.23157,Other Species
2.96473,Focus Species
2.55667,Focus Species
2.55999066,Other Species
3.06667,Focus Species
1.38710032,Other Species
2.784942718,Focus Species
0.95484006,Other Species
0.880000001,Other Species
0.34160062,Focus Species
0.298734,Other Species
2.499999998,Other Species
0.4208,Other Species
3.119926498,Focus Species
1.58240558,Other Species
3.649999997,Other Species
1.42359,Focus Species
1.192922999,Other Species
1.95971715,Focus Species
1.701771538,Other Species
0.90502,Focus Species
0.665,Other Species
0.98,Other Species
1.926953364,Other Species
1.08,Focus Species
2.245922842,Focus Species
3.485593891,Other Species
0.96490318,Other Species
-0.635,Focus Species
1.357616807,Other Species
2.206901851,Focus Species
1.21395369,Other Species
1.01987854,Other Species
2.891676196,Focus Species
0.529239883,Other Species
0.7,Other Species
1.28275936,Other Species
1.4838196,Other Species
2.651089449,Focus Species
2.55185,Other Species
0.8376,Focus Species
1.37458,Focus Species
1.880000003,Other Species
2.75667,Other Species
1.18498,Focus Species
1.867950878,Other Species
1.999999999,Focus Species
1.322500003,Focus Species
3.421159485,Other Species
0.98425197,Other Species
2.264215101,Other Species
2.60807097,Focus Species
0.980195564,Focus Species
1.285,Focus Species
3.110447031,Focus Species
1.629731975,Other Species
1.87503,Focus Species
1.85963387,Other Species
1.55003,Other Species
3.865186234,Other Species
2.234648792,Focus Species
0.899903222,Other Species
1.298150152,Other Species
3.299999998,Focus Species
-0.2671626,Other Species
1.357616807,Other Species
1.85667,Focus Species
0.8301,Other Species
1.18,Focus Species
0.968109129,Other Species
1.61517552,Other Species
4.02,Other Species
3.600000002,Other Species
1.249999999,Focus Species
3.550000001,Focus Species
1.08015991,Other Species
1.19474,Focus Species
0.4048,Other Species
3.380091979,Focus Species
1.06466,Focus Species
2.94231198,Focus Species
1.899999998,Other Species
1.41722694,Focus Species
1.37458,Focus Species
1.19665192,Other Species
1.20015,Other Species
3.209357192,Focus Species
3.222499999,Other Species
1.274898565,Focus Species
0.59,Other Species
2.09164,Focus Species
2.858163054,Other Species
0.92,Other Species
0.87057273,Other Species
1.001703918,Other Species
0.77,Other Species
3.263816505,Focus Species
2.189999999,Focus Species
2.23149675,Other Species
0.904949493,Other Species
1.685,Focus Species
3.502891455,Focus Species
0.8099773,Other Species
0.850000001,Other Species
1.26,Other Species
0.649846925,Other Species
1.05508,Focus Species
3.952922668,Other Species
2.55,Other Species
0.8293274,Other Species
2.838327136,Other Species
1.20258,Other Species
2.419774474,Focus Species
3.157986945,Focus Species
2.599999999,Focus Species
1.12130761,Other Species
2.098055745,Focus Species
0.31,Other Species
2.4251954,Other Species
0.7349,Other Species
1.58327983,Other Species
3.08878,Focus Species
3.01066,Other Species
3.627545277,Other Species
1.923368631,Focus Species
3.398496498,Other Species
2.886046263,Other Species
1.61855152,Other Species
1.36,Other Species
3.606409699,Focus Species
1.79009,Other Species
2.321178039,Focus Species
0.7528,Focus Species
1.249516404,Other Species
2.73116125,Other Species
3.612135613,Other Species
0.360633092,Focus Species
1.92007,Focus Species
3.067117802,Focus Species
-0.4282729,Other Species
1.412876173,Other Species
1.559282906,Other Species
2.5849472,Other Species
1.45488402,Other Species
0.890000001,Focus Species
2.41272826,Other Species
1.05612208,Focus Species
1.25552759,Other Species
1.45472,Other Species
2.45243,Focus Species
3.07273,Focus Species
1.31500523,Other Species
3.01283861,Other Species
3.212930838,Other Species
3.4,Other Species
2.88954415,Focus Species
4.319999998,Other Species
1.07,Focus Species
0.5117086,Other Species
2.345226874,Focus Species
0.755,Other Species
2.810930193,Focus Species
3.636593824,Focus Species
0.419842529,Other Species
2.851913704,Focus Species
2.36667,Other Species
1.40647,Focus Species
2.92630857,Focus Species
2.646431605,Focus Species
3.3825,Focus Species
1.96511129,Other Species
3.178157647,Focus Species
2.950000002,Focus Species
1.32,Other Species
-0.2922709,Other Species
-0.2830217,Other Species
2.22531838,Focus Species
1.50633026,Other Species
1.769915827,Other Species
2.64039,Other Species
2.40201629,Other Species
2.83667,Other Species
2.21069,Other Species
2.309946405,Focus Species
1.41239474,Other Species
0.6193546,Focus Species
2.031989575,Other Species
0.7083,Focus Species
1.784853462,Other Species
2.838520658,Focus Species
1.26983321,Other Species
0.820623771,Other Species
1.28425,Focus Species
1.93304,Focus Species
1.204210045,Other Species
3.341337393,Focus Species
3.472017119,Focus Species
1.509999998,Other Species
2.0987179,Other Species
1.63992,Other Species
2.498374724,Focus Species
1.06546894,Other Species
1.193463291,Other Species
1.263697937,Focus Species
1.8954268,Focus Species
2.696217917,Other Species
1.34993,Other Species
0.641504945,Other Species
3.04669,Other Species
-0.0945716,Other Species
0.3751,Other Species
1.18498,Focus Species
3.100000001,Other Species
1.0999,Other Species
2.11057773,Focus Species
1.0651,Focus Species
1.75400428,Focus Species
0.906457963,Other Species
2.08607,Focus Species
2.98846706,Focus Species
2.58,Other Species
3.60667,Other Species
2.71003708,Focus Species
3.214526983,Other Species
1.59,Other Species
2.68852,Focus Species
2.3,Focus Species
2.73667,Other Species
3.00502124,Other Species
1.08881775,Other Species
3.674499308,Focus Species
1.02682037,Other Species
1.64,Focus Species
1.923669912,Other Species
2.45092049,Focus Species
2.43469,Other Species
2.279999997,Other Species
3.17684,Other Species
1.484670932,Other Species
3.07273,Other Species
1.24984,Other Species
3.364087361,Focus Species
1.274643782,Other Species
3.32,Focus Species
1.184307446,Focus Species
0.31,Focus Species
0.577310033,Other Species
1.56252932,Other Species
0.89509,Other Species
0.675,Focus Species
1.11,Other Species
1.46520423,Other Species
1.15511,Other Species
1.96164,Focus Species
-0.1325185,Other Species
1.079475115,Focus Species
1.09,Other Species
3.585808881,Other Species
2.499999998,Focus Species
-0.3738438,Other Species
1.37907242,Other Species
1.50233805,Other Species
2.962335049,Focus Species
1.52016591,Other Species
0.661,Focus Species
1.16477,Other Species
4.276722471,Other Species
1.961909186,Focus Species
3.149489364,Focus Species
2.98667,Other Species
3.373473756,Other Species
2.40667,Focus Species
1.215,Focus Species
0.36,Other Species
0.2659722,Other Species
2.949315074,Focus Species
4.010132807,Other Species
0.295,Focus Species
1.86,Other Species
2.261491205,Focus Species
1.804250167,Other Species
1.88416765,Other Species
1.77474484,Other Species
1.546248701,Other Species
0.840000001,Focus Species
1.90781915,Other Species
1.87975135,Other Species
1.2,Other Species
2.8426,Other Species
2.206042614,Focus Species
2.434548906,Other Species
1.13520648,Other Species
1.938075614,Other Species
2.895483009,Focus Species
2.25011,Focus Species
1.641233162,Other Species
1.89,Focus Species
2.730000002,Focus Species
1.11,Other Species
3.710240708,Other Species
0.8055505,Other Species
1.65524,Other Species
2.912500001,Other Species
2.098167451,Other Species
2.02,Focus Species
1.3598749,Focus Species
1.669999999,Other Species
1.28710153,Other Species
0.722701,Other Species
1.33447,Focus Species
3.680000001,Other Species
2.8,Other Species
2.63275,Other Species
1.721228537,Other Species
1.359745481,Other Species
3.228864752,Focus Species
-0.0541659,Other Species
1.30975,Other Species
3.219538667,Other Species
3.254839883,Other Species
1.11089,Focus Species
0.005000597,Other Species
2.73554082,Other Species
3.769999998,Other Species
2.646146497,Focus Species
1.63572,Other Species
2.49804743,Focus Species
1.78017194,Focus Species
0.185,Other Species
2.453095059,Focus Species
0.005,Focus Species
0.7102133,Other Species
1.23933517,Other Species
1.35049822,Focus Species
3.311070326,Other Species
2.996050098,Focus Species
2.165842771,Focus Species
0.3659338,Other Species
0.5371125,Other Species
4.044423056,Other Species
0.98044856,Other Species
3.784016366,Focus Species
3.82,Focus Species
1.05528,Other Species
3.17683,Other Species
1.91,Other Species
0.0044,Focus Species
1.14329,Focus Species
3.040293934,Focus Species
1.92739552,Other Species
2.580000001,Other Species
3.23657,Other Species
1.05508,Focus Species
2.976550864,Focus Species
1.33747,Focus Species
2.43882,Focus Species
2.799497765,Focus Species
3.290028792,Focus Species
4.020271886,Other Species
0.8367,Focus Species
3.13088711,Other Species
2.86877,Focus Species
2.86,Focus Species
0.5731369,Other Species
3.800288738,Focus Species
2.75,Focus Species
1.9575,Focus Species
1.09,Other Species
3.256253226,Focus Species
0.752500001,Focus Species
1.42685023,Other Species
0.91792,Other Species
3.212930838,Focus Species
2.62166,Focus Species
3.296680294,Focus Species
3.222373987,Other Species
1.00042,Focus Species
1.44875,Focus Species
2.714372473,Focus Species
2.4261613,Focus Species
3.391040448,Other Species
3.446262912,Other Species
3.727716455,Other Species
0.97802506,Focus Species
1.18261273,Other Species
1.7700425,Other Species
2.53667,Focus Species
2.72332,Other Species
1.26387363,Other Species
0.7,Other Species
1.287878728,Other Species
1.67833,Focus Species
0.98025,Other Species
4.153526577,Other Species
1.76166,Focus Species
2.23667,Focus Species
2.37,Other Species
1.92789298,Other Species
1.19272,Other Species
2.598865585,Focus Species
2.5016,Focus Species
3.156008397,Focus Species
2.60807097,Focus Species
0.505,Focus Species
3.257702966,Focus Species
-0.4040954,Other Species
3.301926412,Focus Species
1.76435844,Other Species
3.136205454,Other Species
2.33,Focus Species
1.07598,Other Species
1.69,Other Species
0.84,Other Species
2.65667,Focus Species
1.94392804,Other Species
1.509999998,Other Species
0.7979525,Other Species
2.944128727,Focus Species
2.41688,Focus Species
1.28152392,Focus Species
1.23031,Focus Species
1.100509736,Other Species
3.290294329,Other Species
2.71013,Other Species
1.782561706,Focus Species
1.6236772,Focus Species
2.46766106,Focus Species
0.50691,Focus Species
2.874028838,Focus Species
1.58128343,Other Species
2.44667,Focus Species
1.77,Focus Species
0.2,Other Species
4.049999998,Other Species
3.009638821,Focus Species
2.305710557,Focus Species
2.296027835,Focus Species
0.824124819,Other Species
0.88462,Other Species
2.600062578,Focus Species
0.705,Other Species
1.721228537,Focus Species
1.662852406,Other Species
2.60667,Focus Species
2.69667,Focus Species
2.845209817,Focus Species
2.730000001,Focus Species
1.60667,Focus Species
1.17507,Focus Species
1.53667,Focus Species
