Mean(z_rock_height),species_cat_01
1.898964395,Focus Species
0.6439442,Other Species
-0.2344696,Other Species
3.249203681,Focus Species
0.99593713,Other Species
1.08013691,Other Species
2.27,Other Species
1.45460268,Other Species
1.8,Other Species
1.284271229,Other Species
1.49567641,Other Species
2.658023066,Focus Species
2.09,Other Species
3.758675887,Focus Species
3.000347574,Focus Species
2.668020629,Focus Species
2.840000001,Other Species
2.309946405,Focus Species
3.027058614,Focus Species
1.44875,Focus Species
3.670151049,Other Species
0.83,Other Species
1.59835058,Other Species
2.46766106,Focus Species
1.97886742,Focus Species
0.942806173,Other Species
0.92485716,Other Species
3.423347469,Other Species
3.667657126,Focus Species
2.80667,Other Species
3.080997904,Other Species
3.190000001,Focus Species
2.802676421,Other Species
2.275329866,Focus Species
1.36882316,Other Species
0.90537213,Other Species
2.872499999,Focus Species
3.606409699,Focus Species
2.535015661,Other Species
0.53,Focus Species
1.159999999,Other Species
1.99515903,Focus Species
2.65667,Focus Species
3.67312441,Focus Species
2.41169,Focus Species
2.480000001,Focus Species
1.774855281,Focus Species
0.95997,Other Species
2.541700209,Focus Species
3.899007981,Focus Species
1.19842,Other Species
1.021034722,Other Species
2.616746976,Focus Species
1.049730602,Other Species
0.53,Focus Species
1.37171,Focus Species
1.42290403,Other Species
1.286790131,Other Species
2.800238915,Other Species
0.4559,Other Species
3.635024106,Focus Species
3.365207955,Other Species
3.004897682,Other Species
0.85920711,Other Species
0.614436117,Other Species
2.861416056,Focus Species
2.867905008,Focus Species
-0.335578,Focus Species
0.1218816,Other Species
1.418656115,Other Species
1.42022223,Focus Species
3.064193219,Focus Species
2.195986956,Focus Species
0.7339054,Other Species
2.147978392,Focus Species
2.011766018,Focus Species
3.282090148,Other Species
3.08162,Other Species
0.989089995,Focus Species
3.667657126,Focus Species
2.945802152,Focus Species
2.550697435,Focus Species
3.175269329,Focus Species
2.658023066,Focus Species
2.3429,Focus Species
1.66,Other Species
3.206634775,Focus Species
0.5498,Other Species
3.700000001,Focus Species
0.5000512,Other Species
2.940384083,Focus Species
4.044423056,Focus Species
3.846053487,Other Species
1.21787941,Other Species
2.62544,Focus Species
2.857714293,Other Species
1.83999327,Focus Species
0.65,Other Species
0.921006489,Focus Species
0.51645331,Other Species
2.43469,Other Species
3.04669,Other Species
1.55499,Focus Species
0.265,Other Species
0.1708,Other Species
2.006550694,Other Species
0.6063,Focus Species
0.9,Other Species
3.150036768,Other Species
3.628572174,Other Species
2.940800505,Other Species
0.950000001,Other Species
1.33,Focus Species
2.01118436,Other Species
2.287587702,Focus Species
1.046128499,Focus Species
2.149984484,Other Species
1.784853462,Other Species
0.814817664,Other Species
3.990113899,Other Species
1.00487114,Other Species
2.755183688,Other Species
2.8927,Other Species
1.588614527,Focus Species
3.986062518,Other Species
0.79,Focus Species
3.400176588,Other Species
2.599999999,Other Species
2.132952323,Other Species
3.278515632,Other Species
2.999547635,Other Species
0.9,Other Species
2.426325851,Focus Species
0.7401,Other Species
0.62,Other Species
3.83267852,Focus Species
1.53068756,Other Species
1.94597062,Focus Species
3.247147626,Focus Species
1.984952645,Focus Species
1.159959369,Focus Species
-0.3636874,Other Species
1.272228756,Other Species
-0.0777,Focus Species
0.5883,Focus Species
1.46457347,Other Species
2.78333,Focus Species
0.6980062,Other Species
3.17684,Other Species
2.991134108,Focus Species
0.872089729,Other Species
3.400000001,Other Species
2.460000001,Focus Species
1.424408761,Other Species
-0.3294874,Other Species
3.01174,Other Species
1.95667,Other Species
1.144493675,Other Species
0.53,Focus Species
0.4540308,Other Species
2.547153492,Focus Species
0.379,Other Species
1.34236,Focus Species
2.86165,Other Species
0.999999998,Other Species
1.09323865,Focus Species
1.97096,Other Species
2.61667,Other Species
1.710000003,Focus Species
1.91000784,Other Species
3.789327574,Focus Species
0.165,Focus Species
0.249999999,Other Species
1.21307017,Other Species
1.64,Other Species
2.765107741,Other Species
1.33,Focus Species
2.764719399,Other Species
2.581434803,Focus Species
0.83,Other Species
2.92667,Focus Species
2.36803883,Other Species
1.554280391,Focus Species
1.667184414,Other Species
0.85525,Other Species
1.15630527,Other Species
0.92022,Focus Species
1.25006439,Other Species
1.317566891,Other Species
1.708193091,Other Species
2.27352,Focus Species
0.23,Other Species
2.3032,Focus Species
0.7502,Focus Species
0.8051098,Other Species
1.13667,Focus Species
3.0121,Focus Species
1.024977,Other Species
1.98667,Other Species
1.3095,Other Species
1.50921682,Other Species
1.19518,Focus Species
2.86996,Other Species
1.237256482,Other Species
1.73269608,Focus Species
3.884807472,Focus Species
0.568890852,Other Species
0.5634406,Other Species
1.69,Focus Species
0.3997,Other Species
1.701771538,Other Species
3.668591499,Other Species
2.9230143,Focus Species
1.15979,Other Species
2.973172219,Focus Species
1.23900726,Other Species
2.65076,Other Species
2.270735628,Focus Species
3.178157647,Focus Species
1.47116009,Other Species
1.601810985,Other Species
0.7103312,Other Species
1.00159,Focus Species
2.01003,Other Species
1.3952,Focus Species
2.197634862,Other Species
3.627545277,Other Species
2.106001884,Other Species
0.529999999,Other Species
0.55,Other Species
1.7951168,Focus Species
2.950991247,Other Species
1.20258,Other Species
2.17279,Focus Species
3.349371892,Focus Species
2.16,Focus Species
1.8,Other Species
1.97,Other Species
1.070230817,Other Species
1.72494,Other Species
0.16,Other Species
1.00159,Focus Species
1.369750926,Other Species
3.635024106,Focus Species
2.05,Other Species
2.646431605,Focus Species
0.4867,Focus Species
3.3825,Focus Species
1.22,Other Species
1.69667,Focus Species
1.541858105,Other Species
0.59,Focus Species
0.90387,Focus Species
2.6325,Focus Species
3.495151675,Other Species
1.09486,Other Species
3.257702966,Focus Species
2.43250088,Focus Species
3.149719142,Focus Species
1.05994,Other Species
3.121457407,Focus Species
1.926953364,Focus Species
1.289853281,Focus Species
2.917507708,Focus Species
0.86601295,Focus Species
0.597255,Other Species
2.889686127,Focus Species
1.359745481,Other Species
2.73667,Focus Species
3.882945825,Focus Species
1.05508,Focus Species
2.721601558,Focus Species
2.378061218,Focus Species
1.78,Other Species
1.889285006,Other Species
1.25509,Focus Species
1.5204619,Other Species
2.75,Other Species
0.8112968,Other Species
1.664509889,Focus Species
3.750000001,Focus Species
1.50412896,Other Species
2.948088202,Focus Species
3.659999997,Other Species
0.7103312,Other Species
1.35667,Other Species
1.25509,Focus Species
1.12847,Focus Species
2.720093133,Focus Species
3.085853135,Focus Species
3.234159828,Focus Species
1.697477008,Other Species
1.3,Other Species
2.30057,Focus Species
2.988990753,Focus Species
0.758105535,Other Species
3.4529458,Focus Species
0.6682856,Other Species
2.27409608,Other Species
1.40005,Focus Species
2.48880473,Other Species
-0.2380797,Other Species
2.109999999,Focus Species
0.79,Other Species
0.855748581,Other Species
0.7349,Other Species
2.41272826,Focus Species
0.7852963,Other Species
0.90230967,Other Species
1.56,Focus Species
2.61265,Focus Species
1.487360323,Focus Species
2.950000002,Focus Species
0.4512,Focus Species
1.34311,Focus Species
1.49861244,Other Species
2.53341,Focus Species
1.86277515,Focus Species
-0.0650694,Other Species
0.837819711,Other Species
2.950631277,Other Species
0.97189,Other Species
1.44923296,Other Species
2.22048891,Other Species
3.216343464,Other Species
2.44526,Other Species
1.19482,Other Species
1.89004314,Focus Species
1.995619646,Focus Species
2.524009998,Focus Species
1.72494,Focus Species
1.34311,Focus Species
1.274898565,Focus Species
2.822655898,Other Species
3.010362672,Focus Species
1.17987489,Other Species
2.815037435,Other Species
0.5741238,Other Species
0.153684,Other Species
2.707421951,Other Species
3.840349514,Focus Species
2.696217917,Other Species
0.7107,Other Species
2.290439236,Focus Species
1.14747321,Focus Species
1.29445413,Other Species
3.134218601,Focus Species
2.890126397,Other Species
0.0745622,Other Species
2.315250668,Other Species
3.394188926,Other Species
2.062166435,Other Species
1.49523275,Other Species
2.79669,Other Species
2.309733027,Focus Species
1.61965799,Other Species
3.448601424,Focus Species
3.310269682,Focus Species
1.29171,Other Species
3.15455,Other Species
1.572477004,Other Species
1.15449803,Focus Species
2.485957664,Focus Species
1.17987489,Other Species
2.099241056,Focus Species
2.092129738,Other Species
0.749537456,Other Species
1.194835683,Other Species
2.6325,Focus Species
3.249203681,Focus Species
1.41836,Focus Species
1.52,Other Species
1.974217809,Other Species
1.17502543,Other Species
4.047418209,Focus Species
3.134218601,Focus Species
2.067491917,Focus Species
1.42627622,Other Species
1.56,Other Species
2.18463,Focus Species
1.28305284,Other Species
2.83701,Focus Species
1.13637,Other Species
1.721926167,Focus Species
1.455758601,Other Species
0.894197671,Other Species
0.93475,Focus Species
1.42627622,Other Species
3.048994407,Focus Species
0.8669,Other Species
2.06742629,Other Species
2.40224866,Focus Species
2.51366399,Other Species
2.44468241,Other Species
2.86877,Focus Species
2.726191694,Other Species
0.804890185,Other Species
2.62544,Focus Species
1.67,Other Species
1.81253353,Focus Species
2.00978,Other Species
2.49667,Focus Species
0.325,Focus Species
3.349919814,Other Species
0.8133802,Other Species
2.11474,Other Species
3.910000004,Focus Species
0.0861,Other Species
1.54223847,Focus Species
0.5741238,Other Species
1.12847,Other Species
3.818535816,Other Species
3.347978508,Focus Species
-0.305,Other Species
3.317321599,Focus Species
1.89010937,Other Species
1.15949219,Focus Species
1.76342503,Other Species
3.289058975,Other Species
1.48000229,Other Species
2.00504876,Other Species
3.65084773,Other Species
0.6938662,Focus Species
3.900000002,Other Species
1.25985,Other Species
0.867841397,Focus Species
2.319529871,Focus Species
3.419999999,Other Species
2.04985019,Focus Species
2.397451914,Focus Species
0.3349,Other Species
2.782191507,Focus Species
2.00978,Other Species
1.42268766,Other Species
1.85974655,Focus Species
0.5731369,Other Species
1.11456,Other Species
3.119926498,Other Species
3.809999998,Other Species
3.71,Other Species
3.121457407,Focus Species
1.64521134,Focus Species
0.835,Other Species
3.722359129,Focus Species
2.160000001,Focus Species
0.800000001,Focus Species
1.391977074,Other Species
3.794842633,Focus Species
2.64801698,Focus Species
3.991697186,Focus Species
2.039999999,Focus Species
1.58,Other Species
0.959886616,Other Species
0.917848401,Other Species
1.349826709,Other Species
2.91877151,Focus Species
1.832347791,Focus Species
3.667657126,Focus Species
0.3742358,Focus Species
1.62,Other Species
3.380042961,Other Species
2.138700455,Other Species
0.9633333,Other Species
0.4386,Other Species
3.314140946,Other Species
2.009999999,Focus Species
3.670095629,Other Species
3.39,Other Species
1.87412,Focus Species
2.5,Focus Species
2.261491205,Focus Species
3.129999999,Other Species
2.634044068,Focus Species
1.9217,Focus Species
3.01174,Other Species
3.283341236,Focus Species
2.69719,Other Species
1.16167,Focus Species
1.45994388,Other Species
3.064744252,Focus Species
1.88,Other Species
2.380000003,Focus Species
2.290232038,Focus Species
3.180000001,Focus Species
1.443375521,Focus Species
2.654044425,Focus Species
0.856048621,Other Species
2.951573047,Focus Species
2.6,Other Species
1.737913565,Other Species
1.01487014,Other Species
2.43529,Focus Species
2.05192548,Focus Species
0.53,Focus Species
1.548384034,Focus Species
3.07273,Other Species
0.7670785,Other Species
1.288270717,Other Species
2.434145426,Other Species
2.60666,Other Species
0.8196951,Other Species
0.571933259,Other Species
0.705,Focus Species
1.31125,Other Species
1.650000002,Other Species
2.218062703,Other Species
1.2,Other Species
2.480000001,Focus Species
3.080085839,Other Species
3.067117802,Focus Species
1.75940231,Other Species
2.47667,Other Species
2.96473,Other Species
2.7025,Other Species
3.570201292,Other Species
2.30667,Focus Species
0.5942,Focus Species
2.736048153,Focus Species
2.678375513,Other Species
1.460000001,Other Species
1.4702594,Other Species
2.884925427,Other Species
1.17507,Other Species
4.029999996,Other Species
0.936206413,Other Species
0.0388059,Other Species
1.91368,Other Species
-0.3860707,Other Species
3.01667,Other Species
3.448601424,Other Species
1.47029248,Focus Species
0.8669,Focus Species
0.8253147,Focus Species
0.88249,Focus Species
3.05005885,Focus Species
3.882945825,Focus Species
0.91396344,Other Species
2.318409136,Other Species
1.64729993,Other Species
0.7317,Other Species
1.31371268,Other Species
1.799947431,Other Species
0.96013,Other Species
1.70037204,Focus Species
3.794726537,Other Species
1.982015879,Focus Species
2.18257009,Focus Species
0.8807,Focus Species
2.668020629,Other Species
0.847779375,Other Species
0.61,Focus Species
0.9097739,Other Species
0.91,Focus Species
2.08,Focus Species
0.90998975,Other Species
1.105,Other Species
3.718012674,Other Species
3.05674,Focus Species
0.93506,Other Species
3.421077347,Other Species
3.719208924,Focus Species
0.3617776,Focus Species
3.835728045,Other Species
1.26477,Focus Species
1.42537,Focus Species
2.560418447,Focus Species
2.63068,Other Species
1.01626591,Focus Species
2.1,Focus Species
0.7242927,Other Species
-0.12,Other Species
1.779552845,Other Species
0.6367,Other Species
3.575185266,Other Species
1.69667,Other Species
1.74,Other Species
1.15,Other Species
1.647718175,Other Species
0.88102954,Other Species
1.79041,Focus Species
1.09510448,Other Species
1.327540276,Focus Species
3.257702966,Focus Species
1.53505,Focus Species
0.4966833,Other Species
1.701771538,Other Species
0.93047577,Other Species
3.858821755,Focus Species
2.879999998,Focus Species
0.165,Other Species
1.04038,Other Species
3.116201308,Focus Species
1.90005971,Other Species
1.74,Other Species
2.765917503,Focus Species
0.543955424,Other Species
3.099999998,Focus Species
1.923368631,Focus Species
0.4793,Other Species
-0.1340441,Other Species
1.62155,Focus Species
1.700486461,Focus Species
1.66,Other Species
0.8669,Focus Species
2.830846008,Focus Species
0.9526518,Other Species
2.850166251,Focus Species
2.86,Other Species
2.859999999,Focus Species
1.42022223,Other Species
4.050000001,Other Species
1.25788,Focus Species
3.4529458,Focus Species
-0.151,Other Species
3.03504308,Focus Species
3.962041296,Other Species
1.19,Other Species
3.552729826,Focus Species
0.73,Other Species
1.18667,Focus Species
2.54806457,Other Species
2.900102543,Focus Species
2.651089449,Focus Species
1.706978768,Other Species
3.190000001,Focus Species
3.279631085,Other Species
3.634235874,Other Species
1.15449803,Other Species
1.019999999,Focus Species
2.69667,Focus Species
1.212500001,Other Species
0.630000001,Other Species
-0.118032,Other Species
2.92883241,Other Species
2.17279,Focus Species
2.147978392,Focus Species
0.7844188,Focus Species
0.4455,Focus Species
1.819449084,Other Species
3.242970836,Other Species
1.90302,Other Species
0.8578,Focus Species
0.789999998,Focus Species
1.21366,Focus Species
0.755,Other Species
2.49667,Other Species
3.629999999,Other Species
1.19007,Other Species
3.0371,Focus Species
2.56306671,Focus Species
1.985,Focus Species
3.744969307,Other Species
1.7,Focus Species
-0.3900174,Other Species
1.192922999,Other Species
0.91,Other Species
3.36007,Other Species
2.552409286,Other Species
2.12360903,Other Species
2.12556113,Other Species
3.683100366,Focus Species
0.730000002,Other Species
1.57562425,Other Species
1.519958,Other Species
2.69719,Other Species
1.03,Other Species
1.97667,Focus Species
2.495555376,Focus Species
1.039999999,Other Species
1.39498,Other Species
3.207165469,Focus Species
0.5818812,Other Species
2.94667,Other Species
1.489999999,Focus Species
0.7863681,Focus Species
1.12130761,Other Species
2.180088249,Focus Species
0.75,Focus Species
1.79663,Focus Species
0.91,Other Species
1.12983,Other Species
2.175219374,Focus Species
2.2501608,Other Species
1.51,Focus Species
1.8,Focus Species
1.603675928,Other Species
2.159999999,Other Species
2.275329866,Focus Species
2.09,Other Species
1.93489654,Focus Species
0.58,Other Species
2.599999999,Focus Species
2.211090821,Focus Species
2.710163835,Other Species
1.215,Focus Species
3.263816505,Focus Species
2.07253,Focus Species
1.9,Focus Species
0.51,Focus Species
3.210051387,Focus Species
2.962698767,Other Species
2.35005,Focus Species
0.811877467,Focus Species
3.07,Focus Species
2.022855295,Other Species
2.395373074,Focus Species
2.630000002,Focus Species
3.680079159,Other Species
3.268861685,Focus Species
2.845209817,Focus Species
1.35695668,Other Species
2.852919527,Focus Species
1.08,Other Species
1.45916518,Other Species
3.10672,Focus Species
3.90029998,Other Species
2.04985019,Focus Species
0.709951298,Focus Species
1.57752281,Other Species
1.53,Other Species
0.824124819,Focus Species
2.27015354,Focus Species
0.873727469,Other Species
1.782561706,Other Species
1.96236523,Focus Species
2.19,Other Species
2.214543819,Focus Species
2.7025,Other Species
2.54806457,Other Species
0.85920711,Other Species
1.06662591,Other Species
1.005,Focus Species
2.937696614,Focus Species
1.450000001,Other Species
1.169999997,Other Species
2.04667,Focus Species
1.83505169,Other Species
1.07671117,Other Species
2.44667,Focus Species
0.17,Other Species
0.55,Other Species
1.669999999,Focus Species
2.86467,Other Species
1.84995887,Other Species
3.203490066,Focus Species
2.65537534,Focus Species
1.54,Other Species
1.49494127,Other Species
3.692075946,Other Species
2.714372473,Focus Species
2.980834633,Focus Species
1.85,Other Species
0.4048,Other Species
1.74,Other Species
2.710163835,Other Species
3.810204988,Other Species
3.226790576,Focus Species
2.96473,Focus Species
1.11187715,Focus Species
2.153430258,Focus Species
1.64209165,Other Species
1.83998966,Other Species
1.37907242,Other Species
0.88026,Other Species
2.22903,Other Species
1.20736768,Other Species
3.524928293,Other Species
1.86511846,Focus Species
3.602893915,Focus Species
2.1001542,Other Species
3.437940349,Focus Species
2.54036972,Other Species
3.251491144,Other Species
1.807886521,Other Species
2.8139641,Focus Species
0.7449,Focus Species
2.17249891,Other Species
1.265,Focus Species
1.4,Other Species
0.62,Focus Species
2.0494577,Other Species
0.709951298,Focus Species
0.629819949,Focus Species
2.189999999,Other Species
1.05005,Other Species
0.98,Other Species
1.47839,Focus Species
1.249999999,Other Species
1.29,Other Species
2.025202834,Focus Species
1.129999997,Other Species
1.82995393,Focus Species
1.08633708,Other Species
1.69678693,Other Species
3.048994407,Focus Species
1.62169024,Other Species
1.782561706,Focus Species
0.373011174,Other Species
2.19667,Focus Species
2.147901456,Focus Species
2.35,Focus Species
2.64478,Focus Species
1.57571,Other Species
1.49760244,Other Species
2.52668741,Other Species
1.051642455,Other Species
1.434869708,Other Species
2.37002821,Other Species
0.91,Other Species
3.49627528,Other Species
0.45,Focus Species
3.783061678,Other Species
1.1831503,Focus Species
3.46865,Other Species
0.376343919,Other Species
0.4971846,Other Species
2.04145,Focus Species
3.635024106,Other Species
3.241652648,Focus Species
2.711863524,Other Species
1.289853281,Other Species
2.27257,Focus Species
0.95613583,Other Species
0.6730359,Other Species
1.28,Focus Species
3.559261206,Focus Species
1.27,Other Species
1.38279633,Other Species
3.769999999,Other Species
2.54658,Focus Species
0.89185862,Other Species
3.826111851,Focus Species
3.960398576,Focus Species
2.720057651,Focus Species
3.769999999,Other Species
1.8292104,Other Species
1.35976,Focus Species
1.769999999,Focus Species
1.18,Other Species
2.915661493,Focus Species
3.106580995,Other Species
3.08879,Other Species
0.837819711,Other Species
2.06,Other Species
3.31,Other Species
0.936154093,Focus Species
1.87778072,Other Species
1.845795295,Other Species
1.212697858,Focus Species
2.50603907,Focus Species
2.69667,Focus Species
1.85,Focus Species
2.102487773,Focus Species
2.44674,Focus Species
3.01691,Other Species
1.381502965,Other Species
2.344649629,Other Species
1.5,Other Species
2.02667,Other Species
-0.635,Focus Species
0.72588411,Other Species
1.07,Other Species
0.939999999,Other Species
1.03302,Focus Species
0.6512298,Other Species
3.008616484,Focus Species
1.860000002,Other Species
2.206025957,Focus Species
2.84,Other Species
1.0852547,Focus Species
0.564988127,Other Species
2.99501,Other Species
-0.2051437,Other Species
0.4507375,Focus Species
1.82254271,Other Species
0.94000083,Other Species
0.716089,Focus Species
0.6908782,Other Species
2.007707367,Other Species
2.37,Other Species
2.296027835,Focus Species
1.5499611,Other Species
0.1901718,Other Species
1.274898565,Focus Species
1.44,Other Species
3.655468551,Other Species
3.524928293,Other Species
1.98003296,Other Species
1.105,Focus Species
2.89667,Other Species
0.5445,Other Species
2.060000001,Other Species
1.82857,Focus Species
0.96444049,Other Species
0.3472,Focus Species
2.38995,Focus Species
1.641233162,Other Species
2.250000001,Focus Species
3.486077763,Focus Species
0.2623321,Other Species
3.437940349,Focus Species
3.592499503,Focus Species
0.7519931,Other Species
3.299035597,Focus Species
2.20581441,Other Species
2.88667,Other Species
0.649,Focus Species
1.08551532,Other Species
0.70994694,Other Species
0.5733097,Focus Species
1.29063,Focus Species
2.39035039,Other Species
0.452248586,Other Species
1.984952645,Focus Species
0.58,Other Species
1.31345023,Other Species
0.5648,Other Species
3.52462754,Focus Species
3.401871957,Focus Species
1.255,Focus Species
2.784942718,Focus Species
0.650534764,Other Species
3.255680964,Other Species
1.90003031,Focus Species
2.347451073,Focus Species
2.19,Focus Species
1.299759606,Other Species
2.159999999,Focus Species
1.45,Other Species
0.773071834,Other Species
2.418310464,Focus Species
0.444424112,Other Species
1.782561706,Focus Species
3.562696038,Other Species
3.248041665,Focus Species
1.4177308,Focus Species
2.392559175,Focus Species
2.889999996,Focus Species
3.455659733,Focus Species
1.904592049,Focus Species
3.429999999,Other Species
2.28,Focus Species
2.78015852,Other Species
3.146211746,Focus Species
2.95878,Other Species
3.22199,Other Species
0.515,Focus Species
1.36610618,Other Species
3.771033781,Other Species
0.7415548,Focus Species
1.07900758,Other Species
1.998644614,Focus Species
3.66,Other Species
3.00667,Other Species
-0.1896676,Other Species
1.191237511,Other Species
-0.1520283,Other Species
-0.635,Focus Species
2.296027835,Other Species
3.353100506,Focus Species
3.165127117,Focus Species
2.730005549,Focus Species
1.98701,Focus Species
3.470000001,Focus Species
2.57667,Focus Species
2.109999999,Focus Species
1.601089227,Other Species
2.54501367,Other Species
1.37458,Focus Species
2.92667,Focus Species
3.281707586,Other Species
3.27329,Other Species
1.3234,Focus Species
1.60766015,Other Species
1.79041,Focus Species
3.657547075,Other Species
3.360000002,Other Species
1.62512192,Other Species
1.25778517,Other Species
1.90253343,Other Species
0.41,Other Species
2.0,Focus Species
2.185,Focus Species
1.43592,Focus Species
1.9,Focus Species
3.267712638,Focus Species
0.295,Other Species
3.300341583,Focus Species
4.2,Other Species
2.795254202,Focus Species
2.246963939,Other Species
1.89,Focus Species
2.96473,Focus Species
1.89266243,Focus Species
0.8367,Focus Species
2.540000001,Focus Species
1.595,Other Species
1.65737089,Other Species
0.97993,Focus Species
2.750000003,Focus Species
1.555,Other Species
1.272228756,Other Species
2.64484,Focus Species
2.815072301,Focus Species
2.91832,Focus Species
2.175208889,Focus Species
2.64754178,Other Species
1.94250665,Other Species
1.55,Other Species
3.341337393,Focus Species
1.54938661,Other Species
3.04963903,Other Species
2.232288855,Focus Species
0.26,Focus Species
3.007898277,Focus Species
2.12297,Focus Species
2.573413977,Focus Species
4.420000001,Other Species
0.3997,Other Species
1.32338368,Other Species
3.592111052,Focus Species
3.79558521,Other Species
0.4672,Other Species
2.374968117,Focus Species
3.01066,Focus Species
2.336661667,Focus Species
3.880000004,Other Species
3.096563339,Focus Species
2.33302006,Other Species
3.067117802,Other Species
0.42,Focus Species
1.61826,Other Species
2.189999999,Focus Species
1.149999999,Other Species
1.45034142,Other Species
2.78667,Other Species
3.13702,Other Species
3.734502677,Other Species
3.693650195,Other Species
3.019999999,Focus Species
1.22169,Focus Species
0.95811,Focus Species
0.6915524,Other Species
2.57603892,Focus Species
0.450126715,Other Species
1.69995,Other Species
2.178880901,Focus Species
2.940140058,Other Species
2.216823051,Focus Species
0.7779632,Other Species
2.624773104,Focus Species
3.77678236,Other Species
1.187138219,Other Species
1.13667,Other Species
3.364087361,Focus Species
2.920123356,Focus Species
2.63879,Focus Species
1.204741875,Other Species
1.69013955,Other Species
2.42,Focus Species
0.7043324,Other Species
1.55525907,Other Species
1.58014033,Other Species
1.924867569,Focus Species
1.601961654,Other Species
3.8,Focus Species
0.796615636,Other Species
1.71331617,Other Species
2.115199604,Focus Species
2.77667,Focus Species
-0.273084,Other Species
3.210034868,Focus Species
2.289184235,Other Species
1.95892,Focus Species
0.6516,Focus Species
1.14,Other Species
1.36913104,Focus Species
2.45092049,Focus Species
1.71804096,Other Species
2.238123726,Other Species
3.817614785,Focus Species
0.90554972,Other Species
0.591036629,Other Species
3.718012674,Other Species
3.790384549,Focus Species
2.72667,Focus Species
2.365023371,Focus Species
1.23213286,Other Species
2.21752362,Focus Species
-0.0476078,Other Species
0.97495,Other Species
1.42726,Other Species
3.759785957,Other Species
0.7779632,Focus Species
1.38519565,Other Species
0.5252288,Other Species
0.849999999,Other Species
1.60250367,Focus Species
2.448004137,Focus Species
1.695,Focus Species
2.49667,Focus Species
3.009923073,Focus Species
3.670000003,Focus Species
3.902499997,Focus Species
2.37166,Focus Species
0.4971846,Other Species
2.697832535,Focus Species
3.238460599,Other Species
0.87699219,Other Species
2.79068,Other Species
2.070000001,Other Species
1.288270717,Focus Species
2.50669,Focus Species
3.772643192,Focus Species
1.50340464,Other Species
1.33955879,Other Species
1.53970642,Other Species
2.82370557,Focus Species
1.28243512,Other Species
2.27352,Focus Species
3.026320767,Focus Species
0.265,Other Species
1.115,Focus Species
1.84835,Focus Species
0.7053,Other Species
1.621636047,Focus Species
1.487238395,Other Species
0.81988829,Other Species
3.290028792,Focus Species
2.36667,Other Species
1.25985,Other Species
3.52462754,Other Species
0.2064,Focus Species
1.216622547,Other Species
2.92,Focus Species
2.380000003,Focus Species
3.210051387,Focus Species
3.722549777,Other Species
0.860000002,Focus Species
2.83514031,Other Species
1.04541,Other Species
2.593314398,Focus Species
1.42942232,Other Species
2.917158216,Focus Species
2.549999997,Other Species
0.905,Other Species
2.44667,Other Species
2.9026,Focus Species
1.23031,Focus Species
2.37499,Focus Species
1.78762,Other Species
1.620370985,Focus Species
0.77,Other Species
0.937414797,Other Species
2.25298907,Other Species
1.28337929,Focus Species
2.807826119,Focus Species
3.074096117,Other Species
2.374968117,Focus Species
2.46339,Focus Species
2.38,Focus Species
2.40224866,Focus Species
1.28,Other Species
1.187138219,Other Species
0.9144001,Other Species
2.52668741,Other Species
0.529999999,Focus Species
1.603675928,Other Species
0.59,Other Species
1.81665,Focus Species
3.438098439,Focus Species
2.749570921,Focus Species
3.17059,Other Species
1.21,Focus Species
2.50654,Focus Species
2.063468755,Focus Species
0.6938662,Focus Species
3.084766686,Focus Species
3.016562531,Other Species
3.262301328,Focus Species
0.709999999,Focus Species
0.7228034,Other Species
2.463489342,Focus Species
1.296430832,Focus Species
2.260000001,Focus Species
1.20786062,Other Species
1.88511593,Other Species
3.02066,Focus Species
2.901334722,Focus Species
1.83998966,Other Species
1.35838848,Other Species
1.4,Other Species
2.297855254,Other Species
1.98241,Focus Species
3.462209428,Other Species
1.06350855,Other Species
0.8,Other Species
2.400208494,Other Species
3.484371527,Focus Species
3.656136158,Other Species
2.18647,Focus Species
2.8426,Other Species
0.410000001,Other Species
0.4789479,Other Species
0.345,Other Species
1.85150783,Other Species
1.16365,Other Species
2.609824775,Focus Species
1.744535574,Focus Species
3.09,Other Species
1.97726155,Focus Species
1.8653693,Other Species
0.679999997,Focus Species
1.1,Focus Species
1.1725,Other Species
2.889798698,Focus Species
2.614990723,Other Species
0.4867,Focus Species
2.50669,Focus Species
1.01955242,Other Species
3.094181366,Other Species
1.38020084,Other Species
0.7220795,Other Species
2.289184235,Focus Species
-0.2224195,Focus Species
2.397451914,Other Species
2.95882,Other Species
2.185,Focus Species
0.2582,Focus Species
0.567,Focus Species
1.30975,Focus Species
2.21815839,Other Species
1.26638,Focus Species
2.26525355,Other Species
2.37,Other Species
2.929789626,Focus Species
1.9575,Focus Species
2.73667,Focus Species
1.861988498,Focus Species
0.850291,Focus Species
1.24693756,Other Species
2.379999996,Focus Species
2.714372473,Focus Species
1.715,Other Species
1.25985,Other Species
1.33338414,Other Species
1.38999,Focus Species
2.86451594,Focus Species
2.92168,Focus Species
3.094322835,Focus Species
2.150000004,Other Species
0.8202585,Focus Species
0.9346635,Other Species
1.39498,Other Species
3.074096117,Other Species
1.883395837,Focus Species
2.190000002,Focus Species
1.1831503,Focus Species
1.80499116,Other Species
1.848028057,Other Species
1.577804182,Focus Species
1.235131153,Other Species
2.59027063,Focus Species
2.912059368,Focus Species
2.660038793,Focus Species
2.63889,Focus Species
1.02466061,Other Species
2.42,Focus Species
1.18,Focus Species
