Mean(z_rock_height),species_cat_01
2.814125166,Focus Species
3.349371892,Focus Species
3.754988349,Focus Species
1.158094837,Focus Species
2.18463,Focus Species
1.601428509,Focus Species
2.92168,Focus Species
0.95492,Focus Species
2.827632791,Focus Species
0.515,Focus Species
2.900102543,Focus Species
0.56,Focus Species
1.96667,Focus Species
0.175,Focus Species
2.08498819,Focus Species
1.17,Focus Species
1.375,Focus Species
2.27,Focus Species
1.452500001,Focus Species
1.22834,Focus Species
1.23,Focus Species
2.80668,Focus Species
2.460000004,Focus Species
0.968109129,Focus Species
2.57,Focus Species
1.24667,Focus Species
3.513085164,Focus Species
1.79518016,Focus Species
3.15725791,Focus Species
2.638188198,Focus Species
1.95,Focus Species
2.385572343,Focus Species
-0.1417,Focus Species
3.157868039,Focus Species
1.7023,Focus Species
1.970000005,Focus Species
3.439936004,Focus Species
0.8792648,Focus Species
2.146650315,Focus Species
2.247994523,Focus Species
0.2449,Focus Species
1.37802,Focus Species
3.380625928,Focus Species
2.09108,Focus Species
1.42468412,Focus Species
1.62648,Focus Species
1.555,Focus Species
0.2721,Focus Species
1.725935719,Focus Species
0.89017,Focus Species
2.889999996,Focus Species
2.0137,Focus Species
3.526892816,Focus Species
2.89667,Focus Species
2.37667,Focus Species
2.365023371,Focus Species
-0.465,Focus Species
2.56667,Focus Species
2.12297,Focus Species
2.949584359,Focus Species
1.17757,Focus Species
2.160313493,Focus Species
2.06,Focus Species
0.4221,Focus Species
1.42673,Focus Species
1.19769429,Focus Species
1.8546892,Focus Species
2.134112281,Focus Species
1.11187715,Focus Species
2.488839203,Focus Species
0.809999999,Focus Species
3.317321599,Focus Species
3.169001286,Focus Species
1.942343962,Focus Species
0.82,Focus Species
2.12265515,Focus Species
3.222373987,Focus Species
3.232055749,Focus Species
1.30412,Focus Species
2.27,Focus Species
1.31581,Focus Species
1.575272988,Focus Species
3.445755818,Focus Species
0.96667,Focus Species
3.2625,Focus Species
2.938250066,Focus Species
1.483484347,Focus Species
2.6525,Focus Species
3.080050791,Focus Species
1.0,Focus Species
2.373328984,Focus Species
1.969458312,Focus Species
1.23299,Focus Species
3.010035705,Focus Species
3.699999999,Focus Species
2.508512747,Focus Species
-0.2019493,Focus Species
1.709999999,Focus Species
4.132014764,Focus Species
3.309539569,Focus Species
2.92630857,Focus Species
2.598121504,Focus Species
1.3325,Focus Species
2.39344,Focus Species
1.06006,Focus Species
2.073999948,Focus Species
2.43882,Focus Species
1.52531309,Focus Species
2.703627893,Focus Species
1.99478491,Focus Species
2.76667,Focus Species
2.982621846,Focus Species
2.30667,Focus Species
0.4867,Focus Species
3.162910046,Focus Species
2.153430258,Focus Species
3.196633587,Focus Species
3.004897682,Focus Species
3.495986592,Focus Species
2.911116774,Focus Species
2.864287603,Focus Species
2.132952323,Focus Species
2.867905008,Focus Species
2.630242489,Focus Species
2.69721,Focus Species
3.358280884,Focus Species
1.669999999,Focus Species
1.35314,Focus Species
0.8214,Focus Species
2.32813,Focus Species
2.545888657,Focus Species
1.136914502,Focus Species
2.722013973,Focus Species
2.63667,Focus Species
2.97667,Focus Species
1.06106079,Focus Species
0.71,Focus Species
1.29022,Focus Species
2.120832256,Focus Species
0.7349,Focus Species
3.08092,Focus Species
1.583039942,Focus Species
2.58,Focus Species
2.380000002,Focus Species
2.26667,Focus Species
2.591777184,Focus Species
2.535015661,Focus Species
1.449861859,Focus Species
2.339979416,Focus Species
1.15495,Focus Species
0.7163,Focus Species
2.586181067,Focus Species
2.190000002,Focus Species
3.053286121,Focus Species
2.0,Focus Species
3.086105883,Focus Species
1.136914502,Focus Species
1.18,Focus Species
2.864891503,Focus Species
2.31662,Focus Species
3.853651053,Focus Species
2.443139212,Focus Species
1.3267,Focus Species
1.29667,Focus Species
0.61,Focus Species
2.768269019,Focus Species
1.03715,Focus Species
1.30385,Focus Species
2.993379963,Focus Species
2.97083,Focus Species
2.04145,Focus Species
2.82445,Focus Species
2.78999,Focus Species
1.23747,Focus Species
1.65,Focus Species
0.5717,Focus Species
1.87257,Focus Species
1.35497102,Focus Species
2.670000001,Focus Species
3.576435608,Focus Species
2.54667,Focus Species
2.41667,Focus Species
0.4626207,Focus Species
0.88249,Focus Species
2.102487773,Focus Species
2.672754331,Focus Species
3.164992921,Focus Species
3.121457407,Focus Species
2.570000001,Focus Species
2.44674,Focus Species
3.6125,Focus Species
3.255725785,Focus Species
3.804773051,Focus Species
2.41,Focus Species
0.5028858,Focus Species
2.07253,Focus Species
2.714372473,Focus Species
2.45243,Focus Species
3.157986945,Focus Species
1.35667,Focus Species
3.43962146,Focus Species
1.998644614,Focus Species
3.794726537,Focus Species
3.138695725,Focus Species
3.828262196,Focus Species
1.686733706,Focus Species
0.7349,Focus Species
1.59667,Focus Species
1.3234,Focus Species
3.203519304,Focus Species
3.516792016,Focus Species
0.977486469,Focus Species
1.38773,Focus Species
2.22523641,Focus Species
1.52342514,Focus Species
0.3546987,Focus Species
3.080000001,Focus Species
1.62648,Focus Species
2.010680742,Focus Species
3.165891637,Focus Species
2.02531925,Focus Species
0.63,Focus Species
2.334009772,Focus Species
2.53654,Focus Species
2.863273227,Focus Species
3.03667,Focus Species
2.10667,Focus Species
3.282309886,Focus Species
3.255680964,Focus Species
1.649799089,Focus Species
2.143978397,Focus Species
3.138038856,Focus Species
2.319529871,Focus Species
0.3472,Focus Species
1.31581,Focus Species
3.299926912,Focus Species
1.005,Focus Species
3.23157,Focus Species
2.89,Focus Species
1.218286541,Focus Species
1.68667,Focus Species
1.670000001,Focus Species
3.352511161,Focus Species
3.147437063,Focus Species
0.96016032,Focus Species
0.55,Focus Species
2.42667,Focus Species
2.460000001,Focus Species
3.2125,Focus Species
1.24069,Focus Species
2.011766018,Focus Species
2.593335632,Focus Species
3.15285,Focus Species
0.6888,Focus Species
2.20376681,Focus Species
2.43679,Focus Species
2.900102543,Focus Species
2.146650315,Focus Species
2.95284,Focus Species
1.979,Focus Species
1.68265684,Focus Species
2.725648785,Focus Species
1.041996134,Focus Species
1.91,Focus Species
2.647361803,Focus Species
0.7379801,Focus Species
1.158094837,Focus Species
1.235,Focus Species
1.7023,Focus Species
2.310233654,Focus Species
3.128180812,Focus Species
2.64484,Focus Species
2.986674327,Focus Species
1.87665,Focus Species
2.61667,Focus Species
0.2,Focus Species
2.97667,Focus Species
3.050000002,Focus Species
0.2558,Focus Species
2.630347927,Focus Species
0.7692628,Focus Species
2.52885,Focus Species
1.91368,Focus Species
-0.2696485,Focus Species
1.521965082,Focus Species
1.90667,Focus Species
1.05508,Focus Species
1.86989595,Focus Species
1.86237272,Focus Species
2.152059875,Focus Species
2.694459399,Focus Species
0.61,Focus Species
2.06864,Focus Species
2.109999999,Focus Species
2.88412,Focus Species
2.01511935,Focus Species
1.86989595,Focus Species
2.999670916,Focus Species
1.38996,Focus Species
3.342613705,Focus Species
0.6751,Focus Species
1.38894,Focus Species
1.93,Focus Species
3.80530615,Focus Species
2.906436207,Focus Species
0.952139042,Focus Species
2.60522,Focus Species
1.91,Focus Species
1.05508,Focus Species
1.53339,Focus Species
2.602065708,Focus Species
0.6707821,Focus Species
1.64,Focus Species
2.65087,Focus Species
2.16,Focus Species
3.003147117,Focus Species
1.45667,Focus Species
3.010362672,Focus Species
3.079867448,Focus Species
1.875,Focus Species
3.789327574,Focus Species
1.60766015,Focus Species
2.802029971,Focus Species
2.847171485,Focus Species
0.5097562,Focus Species
1.78762,Focus Species
2.983386263,Focus Species
2.380000002,Focus Species
2.690024545,Focus Species
1.18941,Focus Species
2.060536388,Focus Species
1.460000001,Focus Species
3.485425694,Focus Species
2.600062578,Focus Species
1.7023,Focus Species
2.521217029,Focus Species
3.749999999,Focus Species
2.319529871,Focus Species
1.74,Focus Species
2.845109854,Focus Species
3.220000001,Focus Species
1.255,Focus Species
1.3325,Focus Species
3.096939615,Focus Species
1.17977527,Focus Species
0.689358745,Focus Species
1.78987812,Focus Species
2.11988793,Focus Species
2.077139854,Focus Species
1.22102,Focus Species
2.17262,Focus Species
2.916198884,Focus Species
0.5442,Focus Species
1.4967,Focus Species
0.6884,Focus Species
2.630000002,Focus Species
1.45667,Focus Species
2.899999998,Focus Species
1.205,Focus Species
2.37654,Focus Species
1.4722652,Focus Species
2.460000001,Focus Species
1.30667,Focus Species
1.826048803,Focus Species
2.240108506,Focus Species
3.288868012,Focus Species
0.4386,Focus Species
1.82527147,Focus Species
3.903147268,Focus Species
2.35005,Focus Species
2.962698767,Focus Species
1.43222136,Focus Species
2.191728522,Focus Species
3.094181366,Focus Species
2.55,Focus Species
3.400176588,Focus Species
2.93258,Focus Species
3.250000001,Focus Species
3.565712404,Focus Species
2.69667,Focus Species
3.00322575,Focus Species
0.8,Focus Species
2.261491205,Focus Species
3.094181366,Focus Species
2.77667,Focus Species
1.86,Focus Species
3.49375955,Focus Species
3.152864429,Focus Species
2.646034477,Focus Species
1.68667,Focus Species
1.375,Focus Species
3.546856663,Focus Species
2.735321246,Focus Species
1.445946727,Focus Species
2.560056506,Focus Species
1.13237389,Focus Species
1.619553439,Focus Species
1.97165142,Focus Species
1.63667,Focus Species
3.18980514,Focus Species
3.0371,Focus Species
1.1129774,Focus Species
2.450374912,Focus Species
2.35,Focus Species
2.735589657,Focus Species
3.769228139,Focus Species
3.230164829,Focus Species
2.855259583,Focus Species
2.845741488,Focus Species
2.829935129,Focus Species
1.29755,Focus Species
1.215,Focus Species
2.21,Focus Species
3.23157,Focus Species
2.69713,Focus Species
1.27827,Focus Species
4.010132807,Focus Species
2.418310464,Focus Species
0.069999998,Focus Species
2.96496,Focus Species
2.311904243,Focus Species
3.076126167,Focus Species
3.190010869,Focus Species
2.206042614,Focus Species
2.5,Focus Species
2.883908123,Focus Species
0.980195564,Focus Species
2.06864,Focus Species
2.286753696,Focus Species
3.146211746,Focus Species
3.196633587,Focus Species
2.841915512,Focus Species
2.05764,Focus Species
1.82995393,Focus Species
0.42,Focus Species
0.53,Focus Species
0.8225,Focus Species
0.5222605,Focus Species
2.75,Focus Species
2.52885,Focus Species
1.1424897,Focus Species
2.374968117,Focus Species
2.42667,Focus Species
2.339979416,Focus Species
1.24008,Focus Species
0.920355773,Focus Species
2.67,Focus Species
0.525,Focus Species
3.53,Focus Species
1.43656,Focus Species
1.71,Focus Species
0.8,Focus Species
2.54667,Focus Species
1.263064511,Focus Species
1.82857,Focus Species
1.33786029,Focus Species
1.84000753,Focus Species
0.8026346,Focus Species
3.00322575,Focus Species
2.53346,Focus Species
2.717348847,Focus Species
0.2449,Focus Species
2.917680206,Focus Species
2.600000002,Focus Species
3.805254017,Focus Species
2.749570921,Focus Species
1.77659,Focus Species
0.51,Focus Species
1.35976,Focus Species
1.40647,Focus Species
2.313899342,Focus Species
2.334035871,Focus Species
2.527008335,Focus Species
2.160000001,Focus Species
2.37,Focus Species
1.44,Focus Species
2.19183446,Focus Species
1.938075614,Focus Species
2.49667,Focus Species
3.670006087,Focus Species
2.1232,Focus Species
3.299999998,Focus Species
2.15728453,Focus Species
3.4529458,Focus Species
0.88836,Focus Species
3.247147626,Focus Species
2.911039238,Focus Species
2.57667,Focus Species
2.629698213,Focus Species
2.016543776,Focus Species
1.14,Focus Species
2.874028838,Focus Species
2.47750733,Focus Species
2.1485,Focus Species
2.851913704,Focus Species
0.88026,Focus Species
3.582619389,Focus Species
2.737647012,Focus Species
1.938521644,Focus Species
2.25667,Focus Species
2.469999999,Focus Species
2.1826669,Focus Species
2.180520339,Focus Species
0.6663021,Focus Species
0.6667,Focus Species
3.175269329,Focus Species
2.63462,Focus Species
3.249999999,Focus Species
2.993379963,Focus Species
1.35540807,Focus Species
1.056836662,Focus Species
2.79669,Focus Species
2.86451594,Focus Species
0.5048,Focus Species
2.630242489,Focus Species
1.93,Focus Species
2.508512747,Focus Species
2.279925675,Focus Species
3.01667,Focus Species
2.40224866,Focus Species
2.27312,Focus Species
2.668664693,Focus Species
0.739253298,Focus Species
2.16043,Focus Species
2.96,Focus Species
3.718134698,Focus Species
3.109250523,Focus Species
2.901334722,Focus Species
2.890176696,Focus Species
1.780000001,Focus Species
1.69832,Focus Species
0.8240523,Focus Species
3.892382399,Focus Species
2.728074147,Focus Species
2.705511322,Focus Species
2.98130699,Focus Species
2.175219374,Focus Species
1.87,Focus Species
2.624935168,Focus Species
2.809223687,Focus Species
1.793216271,Focus Species
0.895,Focus Species
1.80561654,Focus Species
0.8018,Focus Species
2.801238122,Focus Species
1.69,Focus Species
3.52210473,Focus Species
3.202500001,Focus Species
1.14498,Focus Species
1.31,Focus Species
0.99017368,Focus Species
3.01066,Focus Species
1.45,Focus Species
3.769228139,Focus Species
2.86667,Focus Species
3.34891504,Focus Species
2.59492155,Focus Species
1.22169,Focus Species
3.634235874,Focus Species
0.2023137,Focus Species
1.3258,Focus Species
1.73284,Focus Species
1.87412,Focus Species
-0.0543962,Focus Species
2.600491376,Focus Species
0.3659338,Focus Species
1.55,Focus Species
2.609999996,Focus Species
1.665,Focus Species
1.77513042,Focus Species
3.550015479,Focus Species
2.968173198,Focus Species
2.30667,Focus Species
2.395373074,Focus Species
3.147437063,Focus Species
2.57667,Focus Species
1.79256,Focus Species
1.89,Focus Species
1.31125,Focus Species
2.26572,Focus Species
2.816724005,Focus Species
2.016923977,Focus Species
2.09164,Focus Species
0.37,Focus Species
2.883947499,Focus Species
2.9691,Focus Species
1.36917303,Focus Species
2.884290487,Focus Species
1.53667,Focus Species
0.2,Focus Species
2.508512747,Focus Species
1.039999999,Focus Species
2.04667,Focus Species
1.604170663,Focus Species
1.92946,Focus Species
1.74910537,Focus Species
2.167718012,Focus Species
2.35667,Focus Species
2.399961788,Focus Species
2.41151066,Focus Species
3.337176168,Focus Species
0.597255,Focus Species
3.646853734,Focus Species
1.895,Focus Species
1.94036,Focus Species
2.687539544,Focus Species
2.6525,Focus Species
0.295,Focus Species
2.441976468,Focus Species
2.649228871,Focus Species
2.426325851,Focus Species
2.334035871,Focus Species
2.07942,Focus Species
