Mean(z_rock_height),species_cat_02
0.8234,Mytilus californianus
0.426896589,Anthopleura elegantissima
3.026320767,Balanus glandula
0.705,Egregia menziesii
2.146650315,Pollicipes polymerus
1.725935719,Mytilus californianus
2.38995,Pollicipes polymerus
3.027776285,Mytilus californianus
2.365023371,Balanus glandula
2.780533377,Pollicipes polymerus
0.495,Egregia menziesii
1.16494,Balanus glandula
1.36913104,Pollicipes polymerus
3.528151774,Balanus glandula
1.757327206,Egregia menziesii
1.1831503,Pollicipes polymerus
0.93506,Egregia menziesii
0.825,Mytilus californianus
3.466977503,Mytilus californianus
2.540206835,Balanus glandula
1.76166,Mytilus californianus
-0.1784395,Egregia menziesii
3.623158684,Balanus glandula
3.157986945,Balanus glandula
3.317321599,Balanus glandula
1.55762369,Anthopleura elegantissima
2.153430258,Pollicipes polymerus
2.00360568,Anthopleura elegantissima
0.2,Egregia menziesii
3.226810222,Balanus glandula
0.63,Egregia menziesii
0.6455563,Anthopleura elegantissima
2.19183446,Pollicipes polymerus
0.867841397,Egregia menziesii
3.18662,Balanus glandula
2.36667,Mytilus californianus
2.720057651,Mytilus californianus
0.8661166,Anthopleura elegantissima
0.5877,Mytilus californianus
2.27312,Mytilus californianus
2.160000001,Anthopleura elegantissima
2.07,Balanus glandula
1.14,Anthopleura elegantissima
1.24,Egregia menziesii
0.0346641,Egregia menziesii
1.938075614,Mytilus californianus
0.81,Egregia menziesii
0.86499,Egregia menziesii
2.510156195,Balanus glandula
3.199109091,Balanus glandula
1.44875,Pollicipes polymerus
0.94,Pollicipes polymerus
3.019999999,Mytilus californianus
0.856048621,Anthopleura elegantissima
2.916198884,Anthopleura elegantissima
3.593322176,Balanus glandula
2.503035222,Balanus glandula
2.3951762,Pollicipes polymerus
1.249999999,Anthopleura elegantissima
0.6915524,Anthopleura elegantissima
0.6455563,Anthopleura elegantissima
1.68182106,Anthopleura elegantissima
1.964154187,Anthopleura elegantissima
3.22,Balanus glandula
3.703434909,Balanus glandula
3.69,Balanus glandula
0.99323218,Egregia menziesii
2.822655898,Anthopleura elegantissima
2.206042614,Mytilus californianus
2.33496112,Pollicipes polymerus
2.13667,Pollicipes polymerus
2.031989575,Pollicipes polymerus
0.5967,Pollicipes polymerus
0.739999997,Egregia menziesii
0.535297479,Anthopleura elegantissima
2.927972023,Mytilus californianus
1.78517906,Pollicipes polymerus
1.056870902,Egregia menziesii
0.51,Egregia menziesii
2.18647,Mytilus californianus
2.613345002,Mytilus californianus
2.630000002,Balanus glandula
2.19667,Pollicipes polymerus
3.525311786,Pollicipes polymerus
3.208606439,Pollicipes polymerus
3.910000004,Balanus glandula
0.5397,Egregia menziesii
2.250000002,Anthopleura elegantissima
1.221364804,Balanus glandula
0.7795791,Anthopleura elegantissima
2.273368989,Balanus glandula
1.75,Pollicipes polymerus
2.426431886,Balanus glandula
2.08,Mytilus californianus
3.784016366,Balanus glandula
3.119926498,Mytilus californianus
0.93,Egregia menziesii
0.5383,Pollicipes polymerus
3.156008397,Balanus glandula
2.469999999,Pollicipes polymerus
2.299880499,Balanus glandula
2.13,Pollicipes polymerus
2.889999999,Mytilus californianus
3.106351591,Balanus glandula
2.83,Pollicipes polymerus
0.6455563,Anthopleura elegantissima
1.37802,Mytilus californianus
2.11474,Mytilus californianus
2.950991247,Mytilus californianus
1.31611,Mytilus californianus
2.782421324,Balanus glandula
1.82770728,Anthopleura elegantissima
2.0,Pollicipes polymerus
0.53,Mytilus californianus
0.3378037,Anthopleura elegantissima
-0.4534716,Egregia menziesii
2.510501677,Balanus glandula
0.93,Egregia menziesii
1.909999997,Mytilus californianus
2.56,Mytilus californianus
1.53770736,Anthopleura elegantissima
3.524928293,Mytilus californianus
0.689999999,Egregia menziesii
1.049730602,Egregia menziesii
1.3267,Pollicipes polymerus
0.679999997,Egregia menziesii
2.94231198,Pollicipes polymerus
3.250000001,Pollicipes polymerus
2.360033277,Balanus glandula
0.754883625,Egregia menziesii
3.259008687,Anthopleura elegantissima
1.59,Balanus glandula
0.5222605,Anthopleura elegantissima
1.78018752,Anthopleura elegantissima
1.18,Egregia menziesii
2.21,Anthopleura elegantissima
2.988990753,Anthopleura elegantissima
2.200172037,Pollicipes polymerus
3.283341236,Balanus glandula
1.01539,Anthopleura elegantissima
0.809999999,Egregia menziesii
1.433554041,Balanus glandula
2.86,Balanus glandula
0.825,Mytilus californianus
3.330000001,Pollicipes polymerus
1.979999998,Mytilus californianus
0.5650827,Anthopleura elegantissima
0.93,Egregia menziesii
2.395373074,Mytilus californianus
1.826048803,Mytilus californianus
1.342803996,Pollicipes polymerus
3.241652648,Balanus glandula
1.24893,Egregia menziesii
2.237558244,Mytilus californianus
1.0452,Anthopleura elegantissima
2.804605343,Mytilus californianus
0.5902,Egregia menziesii
1.083005884,Anthopleura elegantissima
3.282309886,Balanus glandula
2.25011,Pollicipes polymerus
2.730000002,Pollicipes polymerus
1.54223847,Pollicipes polymerus
1.52504,Pollicipes polymerus
1.84653,Pollicipes polymerus
0.4067,Pollicipes polymerus
1.09323865,Anthopleura elegantissima
0.1051,Mytilus californianus
0.93,Egregia menziesii
1.96762494,Balanus glandula
2.730005549,Pollicipes polymerus
0.26,Egregia menziesii
2.490000001,Mytilus californianus
0.33,Egregia menziesii
1.106477269,Balanus glandula
1.365,Pollicipes polymerus
0.785,Mytilus californianus
1.02,Egregia menziesii
3.207165469,Pollicipes polymerus
2.456349863,Mytilus californianus
0.3659338,Egregia menziesii
2.025202834,Pollicipes polymerus
-0.0777,Egregia menziesii
2.261491205,Balanus glandula
2.730000002,Pollicipes polymerus
3.267395448,Balanus glandula
0.7401,Egregia menziesii
1.555,Balanus glandula
3.139703386,Balanus glandula
2.107226225,Mytilus californianus
3.01174,Balanus glandula
0.98615062,Pollicipes polymerus
2.046670659,Mytilus californianus
2.05005,Balanus glandula
1.35,Egregia menziesii
3.833630873,Balanus glandula
2.25667,Mytilus californianus
1.77230485,Anthopleura elegantissima
3.713044671,Balanus glandula
0.4887,Egregia menziesii
2.19667,Pollicipes polymerus
0.88084,Pollicipes polymerus
2.96473,Mytilus californianus
0.8026346,Egregia menziesii
1.020097933,Anthopleura elegantissima
0.7401,Egregia menziesii
2.209301754,Mytilus californianus
1.44875,Pollicipes polymerus
0.7349,Egregia menziesii
0.85298981,Anthopleura elegantissima
0.535825593,Egregia menziesii
3.226810222,Mytilus californianus
2.78667,Mytilus californianus
1.07,Pollicipes polymerus
-0.2401764,Egregia menziesii
2.250000002,Anthopleura elegantissima
1.93317338,Balanus glandula
2.92042,Mytilus californianus
2.139999997,Balanus glandula
1.766250004,Balanus glandula
3.489999999,Balanus glandula
1.613466133,Balanus glandula
1.080366435,Pollicipes polymerus
1.62191074,Anthopleura elegantissima
1.04541,Mytilus californianus
1.71,Anthopleura elegantissima
3.08878,Mytilus californianus
0.2,Egregia menziesii
0.355,Egregia menziesii
1.01213,Pollicipes polymerus
1.41722694,Egregia menziesii
3.194841369,Pollicipes polymerus
3.805067138,Balanus glandula
0.88249,Mytilus californianus
2.969170422,Balanus glandula
2.43668,Pollicipes polymerus
1.43,Anthopleura elegantissima
1.1129774,Pollicipes polymerus
0.165,Egregia menziesii
1.752159732,Mytilus californianus
0.87353,Egregia menziesii
0.5096176,Mytilus californianus
2.10018457,Pollicipes polymerus
0.53,Egregia menziesii
0.84503,Mytilus californianus
2.662066451,Mytilus californianus
1.247200077,Egregia menziesii
1.80965213,Anthopleura elegantissima
3.290294329,Pollicipes polymerus
1.39331,Anthopleura elegantissima
1.18,Egregia menziesii
0.1445,Egregia menziesii
2.180088249,Pollicipes polymerus
0.1051,Mytilus californianus
0.574986806,Egregia menziesii
0.6667,Mytilus californianus
3.804773051,Balanus glandula
0.6383,Pollicipes polymerus
1.670000001,Balanus glandula
0.33,Pollicipes polymerus
0.3499,Egregia menziesii
3.212930838,Balanus glandula
1.22498,Pollicipes polymerus
1.68182106,Anthopleura elegantissima
1.39028992,Mytilus californianus
3.139703386,Balanus glandula
2.12265515,Mytilus californianus
1.44875,Pollicipes polymerus
1.71,Anthopleura elegantissima
1.555,Mytilus californianus
2.52667,Mytilus californianus
1.095,Egregia menziesii
2.32813,Mytilus californianus
3.180328727,Anthopleura elegantissima
2.13,Pollicipes polymerus
1.41,Egregia menziesii
2.35339,Mytilus californianus
2.86667,Pollicipes polymerus
1.94777633,Pollicipes polymerus
1.82339808,Mytilus californianus
3.449096639,Balanus glandula
0.5034,Egregia menziesii
3.890000001,Balanus glandula
1.94489168,Mytilus californianus
0.524971185,Egregia menziesii
0.1131,Egregia menziesii
1.64,Pollicipes polymerus
2.068109059,Balanus glandula
-0.4040954,Egregia menziesii
2.541533108,Balanus glandula
2.867905008,Pollicipes polymerus
0.72,Egregia menziesii
2.81667,Mytilus californianus
2.882071687,Mytilus californianus
2.5016,Mytilus californianus
1.92486347,Mytilus californianus
0.7253216,Anthopleura elegantissima
3.20077367,Balanus glandula
0.679999997,Egregia menziesii
1.604170663,Anthopleura elegantissima
1.21,Balanus glandula
2.319864907,Balanus glandula
0.360633092,Mytilus californianus
1.24069,Pollicipes polymerus
1.4177308,Pollicipes polymerus
2.07253,Mytilus californianus
1.88727668,Pollicipes polymerus
3.77678236,Balanus glandula
1.77731249,Anthopleura elegantissima
3.301257014,Balanus glandula
1.87412,Mytilus californianus
2.920614906,Balanus glandula
2.562007922,Pollicipes polymerus
1.586715078,Pollicipes polymerus
0.564988127,Egregia menziesii
1.1476611,Egregia menziesii
1.59667,Pollicipes polymerus
1.958298277,Pollicipes polymerus
2.070000002,Anthopleura elegantissima
0.577,Pollicipes polymerus
1.05,Anthopleura elegantissima
2.264215101,Mytilus californianus
0.98028094,Anthopleura elegantissima
1.967095058,Balanus glandula
1.23299,Mytilus californianus
0.4286497,Egregia menziesii
3.050339727,Mytilus californianus
0.94221429,Egregia menziesii
3.739845781,Pollicipes polymerus
3.3325,Balanus glandula
3.648948451,Balanus glandula
3.317321599,Balanus glandula
1.80561654,Mytilus californianus
0.749999998,Egregia menziesii
1.79009,Pollicipes polymerus
1.68491,Balanus glandula
2.060000001,Mytilus californianus
0.3744803,Mytilus californianus
1.475,Mytilus californianus
2.330336304,Balanus glandula
1.636414622,Balanus glandula
2.27982193,Anthopleura elegantissima
1.77025,Mytilus californianus
3.094048233,Balanus glandula
1.93489654,Balanus glandula
2.88204,Mytilus californianus
1.54,Anthopleura elegantissima
-0.0777,Egregia menziesii
2.730000002,Pollicipes polymerus
2.867905008,Pollicipes polymerus
2.04667,Pollicipes polymerus
2.27876,Mytilus californianus
3.134637705,Pollicipes polymerus
3.46,Mytilus californianus
1.63,Anthopleura elegantissima
2.311904243,Mytilus californianus
1.87221479,Balanus glandula
0.85501,Pollicipes polymerus
1.36913104,Pollicipes polymerus
0.75,Egregia menziesii
2.338586829,Balanus glandula
2.124680581,Mytilus californianus
0.4386,Pollicipes polymerus
2.911116774,Balanus glandula
0.6367,Pollicipes polymerus
1.649799089,Pollicipes polymerus
1.670000001,Anthopleura elegantissima
2.070000002,Anthopleura elegantissima
2.78667,Mytilus californianus
0.6598,Egregia menziesii
1.45667,Mytilus californianus
1.59,Anthopleura elegantissima
3.535065958,Pollicipes polymerus
-0.1587646,Egregia menziesii
2.88204,Pollicipes polymerus
2.336661667,Pollicipes polymerus
1.757327206,Egregia menziesii
0.5383,Pollicipes polymerus
2.277624575,Mytilus californianus
2.307975509,Mytilus californianus
2.64484,Mytilus californianus
1.35976,Mytilus californianus
0.5449,Egregia menziesii
2.690024545,Mytilus californianus
2.94231198,Pollicipes polymerus
2.222048435,Balanus glandula
2.690037572,Pollicipes polymerus
0.6888,Pollicipes polymerus
1.0452,Anthopleura elegantissima
0.2558,Egregia menziesii
2.37654,Mytilus californianus
3.853651053,Mytilus californianus
3.162910046,Balanus glandula
0.0259273,Egregia menziesii
3.404518524,Balanus glandula
1.40005,Balanus glandula
2.09992148,Balanus glandula
0.7667376,Mytilus californianus
2.254026297,Mytilus californianus
1.62191074,Anthopleura elegantissima
0.728038818,Egregia menziesii
2.050140694,Pollicipes polymerus
3.420345578,Balanus glandula
2.915661493,Balanus glandula
1.67968824,Anthopleura elegantissima
0.005,Egregia menziesii
1.80965213,Anthopleura elegantissima
1.0452,Anthopleura elegantissima
3.240080628,Balanus glandula
3.795145611,Balanus glandula
0.7,Egregia menziesii
1.72791121,Anthopleura elegantissima
3.43962146,Mytilus californianus
1.37802,Pollicipes polymerus
2.02001954,Mytilus californianus
1.86266152,Mytilus californianus
3.271136946,Balanus glandula
1.769223888,Balanus glandula
2.822655898,Anthopleura elegantissima
2.94231198,Pollicipes polymerus
0.3538743,Anthopleura elegantissima
3.300497544,Balanus glandula
0.6,Egregia menziesii
1.829586361,Anthopleura elegantissima
2.952384652,Anthopleura elegantissima
2.011766018,Pollicipes polymerus
2.063762195,Mytilus californianus
1.3952,Balanus glandula
1.883395837,Pollicipes polymerus
1.0452,Anthopleura elegantissima
-0.2243668,Egregia menziesii
2.86,Balanus glandula
1.26477,Mytilus californianus
2.49175,Mytilus californianus
3.305331168,Mytilus californianus
0.605,Mytilus californianus
3.299999998,Mytilus californianus
2.14667,Pollicipes polymerus
-0.0272475,Egregia menziesii
1.75940231,Anthopleura elegantissima
0.6434976,Egregia menziesii
3.19312264,Balanus glandula
1.36744,Pollicipes polymerus
0.59,Egregia menziesii
2.598865585,Pollicipes polymerus
2.347451073,Mytilus californianus
2.147978392,Balanus glandula
2.286086017,Balanus glandula
0.79,Egregia menziesii
3.222499999,Balanus glandula
2.42,Anthopleura elegantissima
0.895,Balanus glandula
0.78,Egregia menziesii
1.359999998,Egregia menziesii
0.6460176,Anthopleura elegantissima
0.83991284,Egregia menziesii
1.670000001,Anthopleura elegantissima
0.4887,Egregia menziesii
1.42537,Mytilus californianus
1.08,Balanus glandula
0.55,Egregia menziesii
2.200172037,Pollicipes polymerus
3.392327074,Balanus glandula
3.064744252,Mytilus californianus
3.020334806,Balanus glandula
2.3286,Pollicipes polymerus
0.2251,Egregia menziesii
3.020334806,Balanus glandula
0.61,Egregia menziesii
2.41667,Pollicipes polymerus
1.28,Pollicipes polymerus
3.07144101,Balanus glandula
2.549999999,Mytilus californianus
2.900102543,Balanus glandula
1.24,Egregia menziesii
3.162910046,Balanus glandula
0.450126715,Egregia menziesii
2.799497765,Mytilus californianus
0.66,Anthopleura elegantissima
2.562007922,Pollicipes polymerus
0.8326208,Anthopleura elegantissima
1.33698755,Pollicipes polymerus
3.754464342,Mytilus californianus
3.559999999,Anthopleura elegantissima
3.0722706,Balanus glandula
0.5449,Egregia menziesii
0.33,Pollicipes polymerus
1.779806153,Egregia menziesii
1.964903298,Pollicipes polymerus
1.63,Anthopleura elegantissima
1.37171,Mytilus californianus
1.14,Anthopleura elegantissima
0.4712872,Mytilus californianus
2.889686127,Anthopleura elegantissima
2.21667,Pollicipes polymerus
1.883395837,Pollicipes polymerus
2.383442837,Mytilus californianus
0.8625,Egregia menziesii
0.069999998,Egregia menziesii
2.031989575,Pollicipes polymerus
2.960016939,Mytilus californianus
0.4067,Pollicipes polymerus
0.49729732,Egregia menziesii
0.5298,Egregia menziesii
1.67576189,Mytilus californianus
3.780831177,Balanus glandula
1.37,Pollicipes polymerus
2.663424384,Mytilus californianus
2.56306671,Balanus glandula
0.980195564,Balanus glandula
0.449697508,Egregia menziesii
2.91429,Mytilus californianus
1.482500001,Anthopleura elegantissima
0.7528,Mytilus californianus
1.30385,Mytilus californianus
1.89010937,Balanus glandula
0.61,Egregia menziesii
0.785,Pollicipes polymerus
1.898964395,Mytilus californianus
2.28476,Mytilus californianus
1.575272988,Mytilus californianus
1.97143,Balanus glandula
0.93547,Egregia menziesii
0.5222605,Anthopleura elegantissima
0.457843979,Egregia menziesii
-0.0010165,Egregia menziesii
1.72667,Pollicipes polymerus
2.17279,Mytilus californianus
3.592499503,Balanus glandula
1.165,Pollicipes polymerus
0.5252,Egregia menziesii
0.6467,Pollicipes polymerus
2.670730921,Balanus glandula
2.68407,Mytilus californianus
1.480000002,Egregia menziesii
-0.400283,Egregia menziesii
1.84003202,Balanus glandula
1.87488791,Mytilus californianus
1.194904767,Egregia menziesii
2.0,Pollicipes polymerus
1.17977527,Egregia menziesii
2.34,Mytilus californianus
1.80998351,Anthopleura elegantissima
2.426431886,Mytilus californianus
0.745390426,Anthopleura elegantissima
1.883395837,Pollicipes polymerus
1.35,Egregia menziesii
2.090702269,Anthopleura elegantissima
0.4455,Egregia menziesii
1.98701,Pollicipes polymerus
3.391457642,Balanus glandula
1.84,Anthopleura elegantissima
1.96164,Balanus glandula
0.5498,Balanus glandula
2.560896913,Mytilus californianus
2.503035222,Mytilus californianus
1.72751686,Balanus glandula
1.6854,Mytilus californianus
1.09046,Balanus glandula
1.78017194,Anthopleura elegantissima
0.649,Pollicipes polymerus
2.49667,Balanus glandula
3.982077492,Balanus glandula
0.577,Pollicipes polymerus
3.43962146,Balanus glandula
3.180000001,Anthopleura elegantissima
2.782191507,Pollicipes polymerus
1.86483,Mytilus californianus
3.823777948,Mytilus californianus
3.018576344,Balanus glandula
3.23157,Balanus glandula
1.77230485,Anthopleura elegantissima
1.757327206,Egregia menziesii
1.01440588,Egregia menziesii
0.2784,Mytilus californianus
3.050339727,Mytilus californianus
0.559805465,Egregia menziesii
2.189999999,Mytilus californianus
0.5122905,Mytilus californianus
1.97217683,Balanus glandula
2.134,Mytilus californianus
0.96520758,Pollicipes polymerus
2.27982193,Anthopleura elegantissima
0.4251,Egregia menziesii
2.092129738,Mytilus californianus
1.89,Balanus glandula
0.379999995,Egregia menziesii
0.98,Egregia menziesii
1.779552845,Anthopleura elegantissima
2.23667,Mytilus californianus
1.91001127,Balanus glandula
0.36,Egregia menziesii
2.668408989,Balanus glandula
2.090702269,Anthopleura elegantissima
2.88204,Pollicipes polymerus
1.992994771,Pollicipes polymerus
1.78017194,Anthopleura elegantissima
2.27271,Mytilus californianus
3.00322575,Pollicipes polymerus
2.668408989,Balanus glandula
2.600000002,Pollicipes polymerus
1.37802,Pollicipes polymerus
0.2,Egregia menziesii
2.71013,Pollicipes polymerus
0.81,Egregia menziesii
1.809999998,Anthopleura elegantissima
0.5051836,Anthopleura elegantissima
1.630260464,Pollicipes polymerus
3.034131814,Balanus glandula
0.965,Pollicipes polymerus
0.856048621,Anthopleura elegantissima
2.245922842,Mytilus californianus
2.5348,Mytilus californianus
0.5902,Egregia menziesii
2.950000001,Balanus glandula
3.064430134,Anthopleura elegantissima
0.811877467,Egregia menziesii
3.307979902,Balanus glandula
3.079867448,Mytilus californianus
-0.2241,Egregia menziesii
3.156199573,Balanus glandula
2.55667,Mytilus californianus
3.230889278,Mytilus californianus
1.289853281,Egregia menziesii
1.76025101,Anthopleura elegantissima
2.334009772,Mytilus californianus
3.137518371,Mytilus californianus
3.36649699,Mytilus californianus
0.574986806,Egregia menziesii
1.63273893,Mytilus californianus
1.86261792,Mytilus californianus
2.819643744,Balanus glandula
2.17005,Mytilus californianus
1.721706601,Anthopleura elegantissima
0.644802618,Egregia menziesii
0.53,Egregia menziesii
2.889798698,Mytilus californianus
1.199759484,Egregia menziesii
2.540000001,Pollicipes polymerus
2.21,Anthopleura elegantissima
2.145871944,Mytilus californianus
3.819681016,Balanus glandula
0.2721,Egregia menziesii
1.67968824,Anthopleura elegantissima
0.7508,Mytilus californianus
1.78517906,Pollicipes polymerus
2.011766018,Pollicipes polymerus
1.74667,Pollicipes polymerus
2.222048435,Balanus glandula
2.19183446,Pollicipes polymerus
2.911039238,Balanus glandula
0.5831829,Anthopleura elegantissima
1.040154392,Anthopleura elegantissima
2.45243,Mytilus californianus
-0.400283,Egregia menziesii
0.5733097,Anthopleura elegantissima
1.954100246,Pollicipes polymerus
0.728038818,Egregia menziesii
1.982015879,Mytilus californianus
1.90370126,Anthopleura elegantissima
2.623971444,Balanus glandula
1.23341434,Anthopleura elegantissima
0.94221429,Egregia menziesii
0.47,Egregia menziesii
-0.3974487,Egregia menziesii
2.822655898,Anthopleura elegantissima
2.59416,Balanus glandula
-0.145,Egregia menziesii
2.797577351,Pollicipes polymerus
0.51,Egregia menziesii
0.789999998,Egregia menziesii
2.153430258,Pollicipes polymerus
0.373011174,Egregia menziesii
0.7667376,Anthopleura elegantissima
0.325,Egregia menziesii
1.384871022,Egregia menziesii
0.98615062,Pollicipes polymerus
1.777101542,Anthopleura elegantissima
2.4261613,Balanus glandula
2.40224866,Mytilus californianus
1.68990538,Anthopleura elegantissima
1.864952076,Balanus glandula
2.132952323,Anthopleura elegantissima
2.988990753,Anthopleura elegantissima
1.739910473,Mytilus californianus
0.79,Egregia menziesii
0.3378037,Anthopleura elegantissima
2.353785094,Anthopleura elegantissima
1.33698755,Pollicipes polymerus
0.26,Egregia menziesii
0.91748,Pollicipes polymerus
3.046133351,Mytilus californianus
1.984952645,Balanus glandula
2.8139641,Pollicipes polymerus
3.149719142,Mytilus californianus
1.88727668,Pollicipes polymerus
2.28667,Pollicipes polymerus
1.23747,Pollicipes polymerus
1.29786,Anthopleura elegantissima
1.5,Pollicipes polymerus
2.560896913,Mytilus californianus
2.1826669,Balanus glandula
2.508512747,Balanus glandula
1.06106079,Egregia menziesii
1.91375835,Anthopleura elegantissima
0.5449,Egregia menziesii
3.268861685,Balanus glandula
0.6367,Pollicipes polymerus
1.234415721,Anthopleura elegantissima
1.38667,Mytilus californianus
3.092364288,Mytilus californianus
3.349919814,Balanus glandula
3.138695725,Pollicipes polymerus
1.8,Anthopleura elegantissima
2.339030114,Balanus glandula
0.895,Mytilus californianus
1.40647,Pollicipes polymerus
1.11187715,Pollicipes polymerus
2.023752657,Mytilus californianus
2.737647012,Mytilus californianus
1.586955324,Egregia menziesii
3.180804726,Mytilus californianus
1.65820704,Mytilus californianus
2.22669596,Mytilus californianus
2.178880901,Pollicipes polymerus
1.071491874,Egregia menziesii
1.212697858,Egregia menziesii
2.767023835,Pollicipes polymerus
1.68182106,Anthopleura elegantissima
1.23031,Pollicipes polymerus
-0.195,Egregia menziesii
0.75,Egregia menziesii
1.16167,Pollicipes polymerus
0.326470999,Egregia menziesii
3.27410479,Balanus glandula
3.254087866,Balanus glandula
3.349999999,Mytilus californianus
1.782561706,Pollicipes polymerus
2.82667,Mytilus californianus
1.19933779,Anthopleura elegantissima
0.7449,Egregia menziesii
