Mean(z_rock_height),species_cat_02
3.226810222,Mytilus californianus
0.98,Egregia menziesii
1.75940231,Anthopleura elegantissima
0.85298981,Anthopleura elegantissima
0.4025419,Egregia menziesii
2.202696759,Mytilus californianus
0.93547,Egregia menziesii
0.6938662,Mytilus californianus
1.389999999,Egregia menziesii
1.964154187,Anthopleura elegantissima
3.299999998,Pollicipes polymerus
1.777101542,Anthopleura elegantissima
0.8661166,Anthopleura elegantissima
1.33698755,Pollicipes polymerus
1.33,Mytilus californianus
1.452500001,Anthopleura elegantissima
0.759999999,Egregia menziesii
1.752159732,Balanus glandula
2.097282545,Pollicipes polymerus
2.63653,Anthopleura elegantissima
1.49,Balanus glandula
2.86667,Mytilus californianus
2.37667,Mytilus californianus
2.13872371,Mytilus californianus
2.890176696,Mytilus californianus
0.4464,Anthopleura elegantissima
1.262500003,Anthopleura elegantissima
1.798956014,Balanus glandula
0.28,Egregia menziesii
1.262500003,Mytilus californianus
1.59667,Pollicipes polymerus
1.44875,Pollicipes polymerus
1.27481951,Balanus glandula
0.567,Mytilus californianus
1.78018752,Anthopleura elegantissima
3.392327074,Balanus glandula
3.819681016,Anthopleura elegantissima
1.462960711,Anthopleura elegantissima
1.44875,Pollicipes polymerus
3.194841369,Mytilus californianus
0.623449,Anthopleura elegantissima
3.240000001,Anthopleura elegantissima
2.44674,Mytilus californianus
1.27436,Balanus glandula
1.6236772,Pollicipes polymerus
2.05667,Balanus glandula
2.175219374,Pollicipes polymerus
2.540000001,Pollicipes polymerus
2.9125,Mytilus californianus
1.286790131,Egregia menziesii
4.035049547,Balanus glandula
1.54737121,Balanus glandula
1.025,Mytilus californianus
0.4035173,Mytilus californianus
2.463385759,Mytilus californianus
2.916198884,Anthopleura elegantissima
2.273368989,Anthopleura elegantissima
1.570000001,Egregia menziesii
2.822655898,Anthopleura elegantissima
1.27,Mytilus californianus
3.2125,Pollicipes polymerus
3.4529458,Balanus glandula
1.35314,Egregia menziesii
1.013418894,Balanus glandula
0.93,Egregia menziesii
0.3367,Anthopleura elegantissima
0.55,Egregia menziesii
2.419774474,Balanus glandula
1.97667,Pollicipes polymerus
2.562118941,Mytilus californianus
0.6799257,Egregia menziesii
-0.0432238,Egregia menziesii
3.349919814,Balanus glandula
2.048911802,Balanus glandula
1.07553,Anthopleura elegantissima
0.4251,Egregia menziesii
1.115,Balanus glandula
0.984063171,Anthopleura elegantissima
1.901360781,Mytilus californianus
0.644802618,Egregia menziesii
0.535297479,Anthopleura elegantissima
1.918258646,Mytilus californianus
2.443139212,Balanus glandula
0.8326208,Anthopleura elegantissima
1.86511846,Balanus glandula
1.721926167,Anthopleura elegantissima
0.75,Anthopleura elegantissima
2.50500725,Pollicipes polymerus
2.153430258,Pollicipes polymerus
2.102487773,Balanus glandula
0.7901,Egregia menziesii
0.904144393,Anthopleura elegantissima
2.115199604,Balanus glandula
2.153430258,Pollicipes polymerus
0.79,Mytilus californianus
2.591777184,Balanus glandula
2.238066544,Balanus glandula
2.958802194,Pollicipes polymerus
2.21667,Pollicipes polymerus
1.45667,Pollicipes polymerus
2.605568622,Mytilus californianus
3.166729298,Mytilus californianus
1.14498,Mytilus californianus
2.852036972,Mytilus californianus
2.67891,Mytilus californianus
3.528007553,Balanus glandula
0.535297479,Anthopleura elegantissima
2.1826669,Pollicipes polymerus
2.730005549,Pollicipes polymerus
0.3225,Mytilus californianus
1.78,Egregia menziesii
3.180000001,Anthopleura elegantissima
3.027058614,Balanus glandula
0.8225,Pollicipes polymerus
2.13,Pollicipes polymerus
0.85298981,Anthopleura elegantissima
3.080126791,Balanus glandula
2.02,Anthopleura elegantissima
1.39173081,Pollicipes polymerus
1.2,Egregia menziesii
-0.0246492,Egregia menziesii
1.55,Anthopleura elegantissima
2.63653,Anthopleura elegantissima
1.917016675,Pollicipes polymerus
0.6602,Egregia menziesii
0.709999999,Egregia menziesii
2.98846706,Mytilus californianus
0.709951298,Egregia menziesii
3.370000002,Balanus glandula
2.165842771,Pollicipes polymerus
1.462960711,Anthopleura elegantissima
0.7242927,Pollicipes polymerus
0.85298981,Anthopleura elegantissima
3.577392477,Balanus glandula
2.75667,Balanus glandula
1.87257,Mytilus californianus
3.83267852,Balanus glandula
3.696731828,Balanus glandula
2.41,Anthopleura elegantissima
2.148759264,Anthopleura elegantissima
0.458463438,Egregia menziesii
2.47,Balanus glandula
-0.1256538,Egregia menziesii
3.220194039,Pollicipes polymerus
1.04803,Egregia menziesii
2.960016939,Mytilus californianus
1.3407,Mytilus californianus
2.870393788,Mytilus californianus
0.48,Egregia menziesii
1.35314,Egregia menziesii
2.395373074,Balanus glandula
2.9026,Mytilus californianus
1.23013584,Egregia menziesii
0.965,Pollicipes polymerus
1.4699545,Anthopleura elegantissima
0.4597,Egregia menziesii
0.7449,Egregia menziesii
2.21667,Pollicipes polymerus
2.90159,Mytilus californianus
1.97667,Pollicipes polymerus
3.027058614,Balanus glandula
3.164992921,Balanus glandula
1.99,Anthopleura elegantissima
1.327540276,Balanus glandula
1.24069,Pollicipes polymerus
0.984063171,Anthopleura elegantissima
1.95970912,Balanus glandula
2.663424384,Mytilus californianus
0.83991284,Egregia menziesii
0.752500001,Anthopleura elegantissima
3.590000001,Balanus glandula
0.827,Egregia menziesii
2.304021995,Mytilus californianus
0.535297479,Anthopleura elegantissima
1.68990538,Anthopleura elegantissima
2.238066544,Balanus glandula
0.5449,Egregia menziesii
2.166250002,Balanus glandula
1.020097933,Anthopleura elegantissima
2.006656514,Anthopleura elegantissima
1.36744,Pollicipes polymerus
1.37,Pollicipes polymerus
2.09164,Pollicipes polymerus
2.19183446,Pollicipes polymerus
3.191066697,Balanus glandula
2.874028838,Mytilus californianus
3.459999999,Anthopleura elegantissima
0.6367,Pollicipes polymerus
1.799651521,Balanus glandula
1.39028992,Mytilus californianus
2.949584359,Balanus glandula
-0.0107823,Egregia menziesii
0.759999999,Egregia menziesii
2.887463139,Pollicipes polymerus
1.62191074,Anthopleura elegantissima
1.13523,Egregia menziesii
2.321178039,Mytilus californianus
1.95488911,Balanus glandula
1.80248558,Mytilus californianus
2.336661667,Pollicipes polymerus
0.759999999,Egregia menziesii
3.118923649,Balanus glandula
0.66,Anthopleura elegantissima
1.77168,Mytilus californianus
0.3596444,Mytilus californianus
2.976754417,Mytilus californianus
0.2236,Egregia menziesii
3.230071386,Balanus glandula
2.460000001,Pollicipes polymerus
0.75,Anthopleura elegantissima
-0.4040954,Egregia menziesii
2.6425,Pollicipes polymerus
1.17333543,Pollicipes polymerus
2.315250668,Pollicipes polymerus
2.3286,Pollicipes polymerus
3.067117802,Mytilus californianus
2.10018457,Pollicipes polymerus
1.71,Anthopleura elegantissima
1.28425,Pollicipes polymerus
2.11057773,Mytilus californianus
1.744896319,Mytilus californianus
1.175,Mytilus californianus
2.690037572,Mytilus californianus
0.752500001,Anthopleura elegantissima
1.19933779,Anthopleura elegantissima
0.4464,Egregia menziesii
2.426431886,Mytilus californianus
1.489999999,Pollicipes polymerus
-0.0131,Egregia menziesii
0.41,Egregia menziesii
1.30832,Pollicipes polymerus
2.25011,Mytilus californianus
0.23,Egregia menziesii
0.2625196,Egregia menziesii
3.169653465,Balanus glandula
1.52240874,Anthopleura elegantissima
1.962532455,Mytilus californianus
2.321819495,Mytilus californianus
2.770056291,Balanus glandula
2.815037435,Mytilus californianus
2.00360568,Pollicipes polymerus
2.309946405,Mytilus californianus
0.705,Egregia menziesii
3.841180529,Balanus glandula
2.16,Balanus glandula
0.75,Anthopleura elegantissima
2.273368989,Anthopleura elegantissima
1.5591,Anthopleura elegantissima
0.450126715,Egregia menziesii
2.006656514,Anthopleura elegantissima
3.10672,Mytilus californianus
0.4672,Egregia menziesii
0.7667376,Anthopleura elegantissima
3.166845363,Balanus glandula
1.779864899,Anthopleura elegantissima
2.39401037,Mytilus californianus
0.326470999,Egregia menziesii
3.074102595,Mytilus californianus
3.798708141,Balanus glandula
2.305710557,Balanus glandula
1.71,Anthopleura elegantissima
2.115199604,Mytilus californianus
1.09323865,Anthopleura elegantissima
1.97667,Pollicipes polymerus
3.08878,Mytilus californianus
0.989089995,Egregia menziesii
2.91877151,Mytilus californianus
3.654680952,Balanus glandula
1.0727,Mytilus californianus
1.521965082,Egregia menziesii
2.359612876,Balanus glandula
2.102914672,Anthopleura elegantissima
2.190000002,Balanus glandula
0.985,Pollicipes polymerus
2.16761529,Balanus glandula
1.945380329,Mytilus californianus
1.91375835,Anthopleura elegantissima
2.988990753,Anthopleura elegantissima
3.226810222,Mytilus californianus
1.822499998,Mytilus californianus
2.37166,Pollicipes polymerus
1.449861859,Egregia menziesii
2.286753696,Balanus glandula
3.034131814,Balanus glandula
0.87471,Balanus glandula
4.052499999,Balanus glandula
-0.151,Egregia menziesii
0.37,Egregia menziesii
1.433374228,Anthopleura elegantissima
3.380625928,Mytilus californianus
0.3499,Egregia menziesii
1.05508,Pollicipes polymerus
1.91375835,Anthopleura elegantissima
1.80155,Mytilus californianus
2.160000001,Anthopleura elegantissima
3.074178143,Balanus glandula
1.39,Egregia menziesii
3.020000001,Anthopleura elegantissima
0.70993224,Egregia menziesii
3.819681016,Balanus glandula
1.29,Egregia menziesii
2.041998652,Pollicipes polymerus
2.109999999,Mytilus californianus
3.281303258,Balanus glandula
1.87492259,Mytilus californianus
1.87,Mytilus californianus
1.251746803,Egregia menziesii
0.5222605,Anthopleura elegantissima
1.737913565,Balanus glandula
1.84,Anthopleura elegantissima
2.04145,Pollicipes polymerus
1.3407,Balanus glandula
-0.0107823,Egregia menziesii
3.310269682,Balanus glandula
2.735321246,Pollicipes polymerus
1.1,Anthopleura elegantissima
1.68990538,Anthopleura elegantissima
2.857762243,Balanus glandula
2.13667,Mytilus californianus
1.769999999,Egregia menziesii
0.827,Egregia menziesii
0.65,Egregia menziesii
2.57667,Balanus glandula
0.8398,Pollicipes polymerus
2.598788004,Pollicipes polymerus
0.85127,Pollicipes polymerus
-0.0499,Egregia menziesii
1.29755,Pollicipes polymerus
2.97667,Mytilus californianus
1.74,Anthopleura elegantissima
0.75,Egregia menziesii
0.709999999,Egregia menziesii
2.61265,Mytilus californianus
1.914721617,Balanus glandula
2.948624241,Mytilus californianus
1.78,Anthopleura elegantissima
2.45243,Mytilus californianus
2.250000002,Anthopleura elegantissima
1.87488791,Pollicipes polymerus
0.53,Egregia menziesii
0.86,Anthopleura elegantissima
3.210051387,Balanus glandula
2.598121504,Balanus glandula
0.856791946,Anthopleura elegantissima
1.14,Anthopleura elegantissima
0.085,Egregia menziesii
3.6125,Pollicipes polymerus
4.076812918,Balanus glandula
4.093402797,Balanus glandula
2.962698767,Balanus glandula
1.41299,Anthopleura elegantissima
1.249999999,Egregia menziesii
0.2721,Egregia menziesii
1.44515,Mytilus californianus
0.5942,Egregia menziesii
-0.2019493,Egregia menziesii
2.797577351,Pollicipes polymerus
2.9325,Balanus glandula
0.778,Pollicipes polymerus
1.274045156,Egregia menziesii
2.379999996,Mytilus californianus
0.7607,Egregia menziesii
0.8352,Mytilus californianus
2.889999999,Balanus glandula
0.91792,Mytilus californianus
2.148759264,Anthopleura elegantissima
0.398095886,Egregia menziesii
1.98795894,Pollicipes polymerus
1.74667,Pollicipes polymerus
2.234648792,Pollicipes polymerus
0.70993224,Egregia menziesii
1.87412,Mytilus californianus
2.099679853,Anthopleura elegantissima
2.94231198,Pollicipes polymerus
0.800000001,Egregia menziesii
3.356142876,Balanus glandula
2.847171485,Balanus glandula
2.57176,Mytilus californianus
2.02,Anthopleura elegantissima
0.4887,Egregia menziesii
0.81988829,Egregia menziesii
0.7242927,Pollicipes polymerus
0.2931259,Egregia menziesii
0.4464,Anthopleura elegantissima
3.137498476,Balanus glandula
3.208606439,Pollicipes polymerus
2.226005409,Balanus glandula
2.51648,Mytilus californianus
2.62166,Anthopleura elegantissima
0.8326208,Anthopleura elegantissima
1.45667,Pollicipes polymerus
0.965,Pollicipes polymerus
0.685827,Anthopleura elegantissima
2.353785094,Anthopleura elegantissima
1.22834,Pollicipes polymerus
1.025,Pollicipes polymerus
0.5733097,Anthopleura elegantissima
2.084512764,Anthopleura elegantissima
0.645,Egregia menziesii
0.811877467,Egregia menziesii
2.919653745,Mytilus californianus
1.296430832,Mytilus californianus
0.85127,Pollicipes polymerus
0.26,Egregia menziesii
1.02833,Mytilus californianus
0.934165827,Egregia menziesii
0.90497092,Anthopleura elegantissima
2.968173198,Mytilus californianus
0.162,Egregia menziesii
0.2721,Egregia menziesii
-0.0777,Egregia menziesii
0.86,Anthopleura elegantissima
2.41667,Pollicipes polymerus
2.139999997,Anthopleura elegantissima
0.3386261,Mytilus californianus
3.29811694,Balanus glandula
1.1,Anthopleura elegantissima
3.290607282,Pollicipes polymerus
0.55,Egregia menziesii
3.582619389,Mytilus californianus
1.630260464,Pollicipes polymerus
1.37618,Pollicipes polymerus
0.8326208,Anthopleura elegantissima
1.22834,Pollicipes polymerus
3.349919814,Balanus glandula
1.91375835,Anthopleura elegantissima
0.6938662,Mytilus californianus
2.039514376,Mytilus californianus
0.6455563,Anthopleura elegantissima
1.65667,Mytilus californianus
2.360033277,Mytilus californianus
2.245922842,Mytilus californianus
2.62544,Mytilus californianus
1.861988498,Mytilus californianus
0.479258,Anthopleura elegantissima
-0.1039,Egregia menziesii
1.77513042,Anthopleura elegantissima
3.294890896,Mytilus californianus
1.697821014,Anthopleura elegantissima
2.95862,Mytilus californianus
2.153430258,Pollicipes polymerus
2.3,Pollicipes polymerus
2.3951762,Pollicipes polymerus
2.767023835,Pollicipes polymerus
1.38002,Anthopleura elegantissima
2.587793089,Mytilus californianus
1.23031,Pollicipes polymerus
0.88084,Pollicipes polymerus
3.149489364,Pollicipes polymerus
0.357,Egregia menziesii
1.33447,Mytilus californianus
1.78517906,Pollicipes polymerus
2.50004372,Pollicipes polymerus
3.819681016,Anthopleura elegantissima
1.13521002,Anthopleura elegantissima
0.3438696,Egregia menziesii
1.03724,Egregia menziesii
1.07285,Pollicipes polymerus
2.152683165,Pollicipes polymerus
1.274045156,Egregia menziesii
3.664023351,Mytilus californianus
2.349999999,Pollicipes polymerus
2.06667,Mytilus californianus
3.01066,Mytilus californianus
1.302500001,Anthopleura elegantissima
0.800000001,Egregia menziesii
2.690192987,Mytilus californianus
1.4,Pollicipes polymerus
1.77731249,Anthopleura elegantissima
-0.2243668,Egregia menziesii
0.867841397,Egregia menziesii
0.730000002,Egregia menziesii
3.512113735,Balanus glandula
1.235,Mytilus californianus
0.479258,Anthopleura elegantissima
1.7800347,Mytilus californianus
3.255680964,Balanus glandula
2.17019215,Balanus glandula
0.6799257,Egregia menziesii
1.62648,Mytilus californianus
0.679999997,Egregia menziesii
2.226005409,Balanus glandula
2.69727,Mytilus californianus
0.5650827,Anthopleura elegantissima
2.068109059,Balanus glandula
3.267395448,Balanus glandula
-0.32,Egregia menziesii
0.2449,Egregia menziesii
0.21,Egregia menziesii
2.25011,Pollicipes polymerus
0.28,Egregia menziesii
2.368015492,Mytilus californianus
1.11187715,Mytilus californianus
1.68990538,Anthopleura elegantissima
3.301926412,Pollicipes polymerus
1.825695397,Mytilus californianus
2.766128911,Pollicipes polymerus
1.144493675,Egregia menziesii
1.63273893,Pollicipes polymerus
1.199759484,Egregia menziesii
1.11667,Mytilus californianus
0.92178637,Egregia menziesii
3.535065958,Pollicipes polymerus
0.955,Pollicipes polymerus
3.833630873,Balanus glandula
2.3512266,Balanus glandula
0.7253216,Anthopleura elegantissima
2.428249202,Mytilus californianus
3.299999998,Pollicipes polymerus
0.754883625,Egregia menziesii
0.92,Egregia menziesii
0.3367,Anthopleura elegantissima
3.662287849,Balanus glandula
3.263968395,Balanus glandula
0.85501,Pollicipes polymerus
1.48004,Balanus glandula
2.88954415,Mytilus californianus
3.165891637,Mytilus californianus
0.1811,Egregia menziesii
2.152059875,Balanus glandula
2.336661667,Pollicipes polymerus
1.88,Balanus glandula
2.309733027,Balanus glandula
1.342803996,Pollicipes polymerus
2.369961288,Balanus glandula
2.0741865,Balanus glandula
0.005,Egregia menziesii
2.357862929,Mytilus californianus
1.503416846,Anthopleura elegantissima
0.867841397,Egregia menziesii
1.86237272,Pollicipes polymerus
0.6372747,Mytilus californianus
3.639999999,Balanus glandula
3.903147268,Balanus glandula
1.692105364,Anthopleura elegantissima
2.081899939,Mytilus californianus
1.697821014,Anthopleura elegantissima
1.999999999,Balanus glandula
0.71,Egregia menziesii
0.2222,Egregia menziesii
2.5,Balanus glandula
1.14298,Pollicipes polymerus
1.03724,Egregia menziesii
2.51648,Mytilus californianus
3.582619389,Mytilus californianus
1.262500003,Anthopleura elegantissima
1.433374228,Anthopleura elegantissima
1.909999999,Balanus glandula
2.64012,Mytilus californianus
2.152683165,Pollicipes polymerus
2.18463,Mytilus californianus
0.87497,Pollicipes polymerus
0.789999998,Egregia menziesii
2.315078281,Anthopleura elegantissima
3.210034868,Mytilus californianus
3.102826282,Balanus glandula
2.19598157,Pollicipes polymerus
3.09667,Mytilus californianus
2.707421951,Balanus glandula
3.228864752,Balanus glandula
1.040154392,Anthopleura elegantissima
2.05637,Mytilus californianus
1.88727668,Mytilus californianus
2.690037572,Pollicipes polymerus
2.977958545,Balanus glandula
0.84503,Mytilus californianus
2.238123726,Mytilus californianus
2.694011265,Mytilus californianus
2.16669,Balanus glandula
0.5383,Pollicipes polymerus
1.35415,Mytilus californianus
3.525311786,Mytilus californianus
1.64,Balanus glandula
0.61,Egregia menziesii
1.365,Pollicipes polymerus
2.07531191,Pollicipes polymerus
0.524971185,Egregia menziesii
2.839708712,Balanus glandula
0.7632,Egregia menziesii
3.760234451,Mytilus californianus
2.315078281,Anthopleura elegantissima
3.265036554,Balanus glandula
2.958802194,Balanus glandula
1.6236772,Pollicipes polymerus
0.809999999,Egregia menziesii
2.912059368,Mytilus californianus
1.06994,Anthopleura elegantissima
0.8,Egregia menziesii
0.6460176,Anthopleura elegantissima
3.92,Balanus glandula
1.61488261,Balanus glandula
0.75,Egregia menziesii
0.554942,Egregia menziesii
-0.1475229,Egregia menziesii
2.88204,Mytilus californianus
2.189999999,Pollicipes polymerus
1.2601,Mytilus californianus
0.295,Mytilus californianus
3.064430134,Anthopleura elegantissima
2.16,Balanus glandula
2.070000002,Anthopleura elegantissima
1.433374228,Anthopleura elegantissima
0.93271,Pollicipes polymerus
1.193463291,Egregia menziesii
2.13,Pollicipes polymerus
0.005,Egregia menziesii
0.965,Pollicipes polymerus
0.689358745,Egregia menziesii
0.577,Pollicipes polymerus
1.94669364,Mytilus californianus
0.94221429,Egregia menziesii
3.259008687,Mytilus californianus
2.160000001,Anthopleura elegantissima
1.95892,Mytilus californianus
2.29071,Mytilus californianus
1.28425,Pollicipes polymerus
2.0449042,Pollicipes polymerus
1.995619646,Mytilus californianus
3.200111709,Balanus glandula
3.210244938,Balanus glandula
0.7632,Egregia menziesii
1.77731249,Anthopleura elegantissima
2.009999999,Balanus glandula
2.283971735,Balanus glandula
2.90671,Pollicipes polymerus
0.5733097,Anthopleura elegantissima
1.20943205,Egregia menziesii
1.48004,Pollicipes polymerus
2.694009598,Mytilus californianus
2.05637,Mytilus californianus
0.7352,Mytilus californianus
3.789327574,Mytilus californianus
1.78018752,Anthopleura elegantissima
1.90986568,Mytilus californianus
1.938521644,Mytilus californianus
0.21,Egregia menziesii
1.1,Anthopleura elegantissima
2.613881391,Mytilus californianus
1.979,Mytilus californianus
1.194835683,Egregia menziesii
-0.0246492,Egregia menziesii
1.4722652,Balanus glandula
2.797611865,Balanus glandula
1.51849923,Pollicipes polymerus
1.744535574,Mytilus californianus
3.810000003,Balanus glandula
3.29,Anthopleura elegantissima
2.21,Anthopleura elegantissima
3.590000001,Balanus glandula
0.905,Egregia menziesii
0.90497092,Anthopleura elegantissima
-0.4530279,Egregia menziesii
1.080366435,Pollicipes polymerus
2.508512747,Mytilus californianus
0.94221429,Egregia menziesii
0.985,Mytilus californianus
2.330336304,Pollicipes polymerus
0.21,Egregia menziesii
3.240000001,Anthopleura elegantissima
0.545745846,Egregia menziesii
2.202148833,Mytilus californianus
2.88204,Pollicipes polymerus
1.355,Pollicipes polymerus
1.82506103,Mytilus californianus
1.73284,Mytilus californianus
2.986192955,Pollicipes polymerus
3.169999998,Balanus glandula
1.07553,Anthopleura elegantissima
2.722017307,Balanus glandula
2.383442837,Pollicipes polymerus
3.102241143,Mytilus californianus
3.293336987,Balanus glandula
0.2250812,Egregia menziesii
1.78517906,Pollicipes polymerus
3.535065958,Pollicipes polymerus
0.955,Pollicipes polymerus
0.759999999,Egregia menziesii
1.02833,Mytilus californianus
1.21,Egregia menziesii
4.031388897,Balanus glandula
0.645,Pollicipes polymerus
1.54,Anthopleura elegantissima
1.14298,Pollicipes polymerus
1.639999999,Mytilus californianus
1.025,Pollicipes polymerus
0.71,Egregia menziesii
2.036585829,Mytilus californianus
0.5942,Egregia menziesii
0.6516,Pollicipes polymerus
2.323100036,Pollicipes polymerus
0.28,Egregia menziesii
2.5367,Pollicipes polymerus
1.93166,Mytilus californianus
2.27982193,Anthopleura elegantissima
1.933872512,Anthopleura elegantissima
3.247147626,Balanus glandula
2.473877354,Mytilus californianus
1.90186,Mytilus californianus
3.166845363,Balanus glandula
1.33,Mytilus californianus
0.90502,Pollicipes polymerus
0.2527,Egregia menziesii
2.07942,Mytilus californianus
1.23031,Pollicipes polymerus
3.084766686,Mytilus californianus
0.88836,Egregia menziesii
1.77230485,Anthopleura elegantissima
0.5733097,Anthopleura elegantissima
1.489999999,Pollicipes polymerus
0.8367,Mytilus californianus
1.50633026,Pollicipes polymerus
1.095,Egregia menziesii
1.503416846,Anthopleura elegantissima
3.01691,Mytilus californianus
0.93547,Mytilus californianus
1.955,Pollicipes polymerus
1.602998737,Mytilus californianus
1.462960711,Anthopleura elegantissima
2.321178039,Anthopleura elegantissima
0.61,Egregia menziesii
1.16508,Balanus glandula
1.59667,Pollicipes polymerus
1.62155,Pollicipes polymerus
1.91985967,Mytilus californianus
2.634034365,Mytilus californianus
1.43,Mytilus californianus
0.7901,Egregia menziesii
2.119999999,Balanus glandula
1.81253353,Balanus glandula
1.75940231,Anthopleura elegantissima
2.19598157,Balanus glandula
3.299999998,Pollicipes polymerus
2.500000002,Mytilus californianus
1.475,Mytilus californianus
2.196618002,Mytilus californianus
2.37166,Pollicipes polymerus
2.63667,Mytilus californianus
1.992994771,Pollicipes polymerus
0.5222605,Anthopleura elegantissima
1.87488791,Pollicipes polymerus
2.102914672,Anthopleura elegantissima
1.88497825,Anthopleura elegantissima
0.5650827,Anthopleura elegantissima
3.754464342,Mytilus californianus
2.27982193,Anthopleura elegantissima
0.495,Egregia menziesii
2.067491917,Balanus glandula
1.1525,Balanus glandula
2.429968578,Balanus glandula
0.87989,Egregia menziesii
0.989089995,Egregia menziesii
2.05764,Balanus glandula
0.36,Egregia menziesii
1.29,Egregia menziesii
0.6799257,Egregia menziesii
2.8139641,Pollicipes polymerus
3.061721488,Balanus glandula
3.22201195,Mytilus californianus
1.87257,Mytilus californianus
1.449329966,Pollicipes polymerus
1.66834,Mytilus californianus
0.6460176,Anthopleura elegantissima
3.169001286,Balanus glandula
2.999670916,Mytilus californianus
0.59,Egregia menziesii
0.4251,Egregia menziesii
2.646431605,Balanus glandula
3.756620935,Balanus glandula
3.03504308,Balanus glandula
0.597255,Anthopleura elegantissima
2.254026297,Mytilus californianus
3.870146748,Balanus glandula
1.502571931,Egregia menziesii
2.008793667,Mytilus californianus
2.290439236,Balanus glandula
0.6467,Pollicipes polymerus
2.22531838,Pollicipes polymerus
1.601428509,Mytilus californianus
2.630242489,Balanus glandula
0.87,Anthopleura elegantissima
2.495555376,Pollicipes polymerus
0.5509556,Anthopleura elegantissima
2.04667,Pollicipes polymerus
1.3952,Mytilus californianus
2.120832256,Pollicipes polymerus
2.19183446,Pollicipes polymerus
1.60250367,Anthopleura elegantissima
2.0137,Mytilus californianus
2.822655898,Anthopleura elegantissima
0.851345949,Egregia menziesii
3.805254017,Balanus glandula
1.721926167,Anthopleura elegantissima
2.829935129,Mytilus californianus
3.470000001,Pollicipes polymerus
2.782421324,Balanus glandula
1.23501,Pollicipes polymerus
0.5650827,Anthopleura elegantissima
3.437546161,Balanus glandula
1.30667,Pollicipes polymerus
2.270735628,Mytilus californianus
2.01118436,Anthopleura elegantissima
1.29544,Anthopleura elegantissima
1.025,Pollicipes polymerus
1.595283951,Mytilus californianus
0.93,Egregia menziesii
1.14298,Pollicipes polymerus
0.2558,Egregia menziesii
1.96,Egregia menziesii
0.8326208,Anthopleura elegantissima
0.95525749,Anthopleura elegantissima
0.520000001,Egregia menziesii
0.3546987,Anthopleura elegantissima
1.72667,Pollicipes polymerus
0.429699615,Egregia menziesii
-0.0991851,Egregia menziesii
1.554142689,Egregia menziesii
2.827632791,Anthopleura elegantissima
0.525,Egregia menziesii
2.147901456,Anthopleura elegantissima
3.180000001,Anthopleura elegantissima
1.19,Egregia menziesii
0.6667,Pollicipes polymerus
1.984952645,Balanus glandula
3.240000001,Anthopleura elegantissima
1.92223781,Anthopleura elegantissima
1.608969169,Pollicipes polymerus
2.00360568,Pollicipes polymerus
0.99982425,Egregia menziesii
0.63,Egregia menziesii
1.77,Balanus glandula
2.958802194,Balanus glandula
2.21667,Mytilus californianus
2.69695,Mytilus californianus
2.153430258,Pollicipes polymerus
2.950991247,Mytilus californianus
3.149489364,Pollicipes polymerus
3.783248233,Balanus glandula
2.90671,Pollicipes polymerus
2.152059875,Mytilus californianus
2.107176449,Balanus glandula
3.165127117,Balanus glandula
2.07531191,Pollicipes polymerus
2.690164284,Balanus glandula
-0.3289,Egregia menziesii
2.42,Anthopleura elegantissima
3.085853135,Balanus glandula
0.730000002,Egregia menziesii
3.00322575,Balanus glandula
3.241652648,Balanus glandula
1.68236298,Balanus glandula
2.315078281,Anthopleura elegantissima
1.958298277,Mytilus californianus
2.09108,Balanus glandula
2.927972023,Mytilus californianus
1.86472399,Anthopleura elegantissima
1.97143,Balanus glandula
1.08968,Balanus glandula
1.23341434,Anthopleura elegantissima
1.74490429,Balanus glandula
2.0741865,Balanus glandula
2.178880901,Pollicipes polymerus
1.23013584,Egregia menziesii
0.5733097,Anthopleura elegantissima
1.86,Balanus glandula
2.374968117,Balanus glandula
2.666247733,Pollicipes polymerus
2.049999999,Pollicipes polymerus
-0.2377744,Egregia menziesii
2.48663,Mytilus californianus
3.055349439,Balanus glandula
3.789219577,Balanus glandula
-0.1585136,Egregia menziesii
2.09164,Pollicipes polymerus
0.529999999,Egregia menziesii
1.62191074,Anthopleura elegantissima
1.82770728,Anthopleura elegantissima
1.14889731,Anthopleura elegantissima
0.66,Anthopleura elegantissima
1.96762494,Balanus glandula
3.73282859,Balanus glandula
3.18662,Balanus glandula
2.05667,Balanus glandula
1.964903298,Pollicipes polymerus
3.195763504,Balanus glandula
3.890000001,Balanus glandula
0.535297479,Anthopleura elegantissima
0.6193546,Anthopleura elegantissima
1.30667,Pollicipes polymerus
2.59868,Balanus glandula
2.936078606,Balanus glandula
2.380000003,Mytilus californianus
2.3,Pollicipes polymerus
0.8952,Egregia menziesii
2.01118436,Anthopleura elegantissima
0.71,Egregia menziesii
1.42537,Mytilus californianus
1.636414622,Balanus glandula
1.083005884,Anthopleura elegantissima
0.33,Pollicipes polymerus
1.19272,Egregia menziesii
1.757327206,Egregia menziesii
1.918258646,Mytilus californianus
2.091970022,Balanus glandula
1.286790131,Egregia menziesii
2.37667,Balanus glandula
3.180328727,Anthopleura elegantissima
1.16477,Balanus glandula
1.45974939,Mytilus californianus
2.36667,Mytilus californianus
1.920000001,Mytilus californianus
-0.1131728,Egregia menziesii
1.49,Pollicipes polymerus
2.690164284,Balanus glandula
0.426896589,Anthopleura elegantissima
